Personalekategori,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
240 - Kontorfunktionærer,Trin 5,7.7,21859,0,3187,19,0,0,0,21,25086,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",24.4,31148,0,5685,139,2875,192,504,22,40565,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 1",4.4,30206,0,5558,0,948,0,376,17,37106,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",5.0,32881,0,6299,0,4736,512,917,18,45363,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 2",6.9,32335,0,5605,0,1199,238,146,12,39535,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Hovedstad, Sats I",4.0,27860,0,5107,0,2821,0,0,0,35788,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Hovedstad, Sats II",8.5,29754,0,5277,58,1771,179,246,14,37299,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
23 - Hjælpepræster,AC basisløntrin 8,3.5,36180,0,8217,4527,4775,0,238,0,53938,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),40.6,46993,0,9291,40,2324,247,142,0,59036,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,LR 36 (u.åremål),13.1,50003,535,10283,0,4734,548,279,0,66381,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),22.3,53609,0,11435,84,6755,49,953,0,72885,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,LR 37 (m.åremål),9.0,56605,0,14342,5858,2934,12876,93,0,92708,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,LR 38 (m.åremål),4.0,64081,0,17039,18474,0,15394,417,0,115404,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",21.2,29618,0,6286,3635,1444,291,0,5,41278,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,AC basisløntrin 5,4.7,32001,0,6715,2676,2221,0,355,0,43968,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,AC basisløntrin 6,12.9,34106,0,7349,4467,1890,478,130,0,48420,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,AC basisløntrin 8,51.0,36181,0,8066,4615,2916,458,155,0,52391,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,LR 35 (u.åremål),12.4,46938,0,9508,0,4308,286,134,0,61174,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,LR 36 (u.åremål),10.6,49879,760,10449,118,6051,197,275,0,67729,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,"AC basisløntrin 4, 2-årigt",5.0,29692,0,6250,1528,2740,0,0,83,40293,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,AC basisløntrin 5,8.1,31469,728,6885,1878,3529,0,133,0,44623,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,AC basisløntrin 6,7.0,34106,0,8292,1246,9827,0,238,0,53710,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,AC basisløntrin 8,23.3,36181,0,8338,2246,7074,206,0,0,54045,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
67 - Læger i Staten,Trin 1,12.5,49116,0,12703,2897,16877,856,67,0,82515,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
93 - Særligt aflønnede,Trin 0,6.4,37026,0,6628,3528,259,0,194,27,47661,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
103 - Særligt aflønnede,Trin 0,31.8,38340,0,7679,6969,2331,52,198,106,55675,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,"Løngrp. 2, Løntrin 1",184.6,27708,0,4189,1665,356,571,221,3475,38185,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,"Løngrp. 2, Løntrin 2",182.9,28197,0,4317,1638,1093,814,167,3327,39554,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,"Løngrp. 2, Løntrin 3",1185.2,28562,25,4747,4577,2641,1230,216,3568,45566,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,"Løngrp. 3, Løntrin 1",13.2,28861,0,4314,3752,2978,245,0,1098,41248,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,"Løngrp. 3, Løntrin 2",150.3,29749,0,4729,5818,2866,748,216,565,44692,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,"Løngrp. 3, Løntrin 3",16.0,30571,0,4868,6397,3062,1234,208,396,46736,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,"Løngrp. 5, Løntrin 1",43.1,33997,0,5462,250,4001,340,130,1060,45240,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,"Løngrp. 6, Løntrin 1",161.2,37148,0,5980,1590,2816,530,245,514,48822,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,"Løngrp. 7, Løntrin 1",105.3,40038,0,6488,3581,5207,927,292,323,56856,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
135 - Institutiionsmedarbejdere,Trin 1,18.0,23666,0,4179,987,1884,93,0,2056,32865,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
135 - Institutiionsmedarbejdere,Trin 2,39.1,26120,0,4758,2215,1954,426,213,4010,39696,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
137 - Pædagogiske assistenter,Trin 1,65.5,27253,0,6857,1942,5986,382,165,1871,44457,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
138 - Transportbetjente,Trin 1,77.1,23583,0,3741,3,0,0,0,212,27539,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
138 - Transportbetjente,Trin 2,106.0,26822,0,4465,2243,943,178,163,349,35164,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
143 - Vejledere,Trin 2,3.1,31177,1889,8008,2391,5809,664,0,7,49945,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
143 - Vejledere,Trin 3,10.0,35913,0,7653,2192,1699,125,83,3,47668,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,Trin 1,10.1,32353,579,7629,1228,6084,0,181,9,48063,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,Trin 2,20.5,32188,0,7362,710,5506,472,37,14,46289,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,Trin 3,5.0,31585,0,6830,2321,1547,0,167,1,42450,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,Trin 4,4.0,32956,0,7360,1819,3141,416,313,9,46013,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,Trin 5,67.4,34794,173,7924,2325,3498,197,146,25,49082,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
152 - Fængselsbetjente og værkmestre,Trin 1,31.2,32034,0,5461,0,0,0,112,1796,39402,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
179 - Håndværkere og Teknikere,"Hovedstad, Løntrin 1",4.0,30316,0,5935,139,4242,286,0,2,40920,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
179 - Håndværkere og Teknikere,"Provins, Løntrin 1",12.3,28970,0,6144,486,6483,408,0,22,42513,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,Løntrin 1,27.1,30118,0,6045,1443,479,81,0,176,38342,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,Trin 1,80.9,36599,100,8698,787,7155,603,226,15,54182,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,Løntrin 2,486.4,31805,96,6942,1086,3725,346,139,561,44701,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Trin 1,23.0,37811,0,8004,6919,5878,574,254,2373,61813,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Trin 2,7.9,31880,0,6079,2998,4954,159,212,375,46657,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Trin 3,8.9,31674,0,6029,1222,4871,491,188,3155,47629,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Trin 4,3.9,36175,0,7275,1053,7679,970,0,1,53152,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Trin 6,7.0,38011,0,7701,4162,7319,333,143,1,57670,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Trin 8,4.0,36229,0,6989,2312,3312,2170,208,15,51235,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Trin 9,4.0,30569,0,6793,2887,7514,286,208,6,48264,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Trin 11,4.0,36428,0,8210,5592,5484,281,521,18,56534,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
202 - Tjenestemænd - PP,Trin 1,363.8,23433,0,3552,16,43,91,16,2045,29197,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
202 - Tjenestemænd - PP,Trin 2,13.0,28384,0,4281,1837,1776,277,90,54,36697,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
202 - Tjenestemænd - PP,Trin 5,38.8,29223,0,4257,1685,2269,237,62,139,37872,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
207 - Tjenestemænd (åremål),Trin 1,10.0,59334,0,11735,12054,2585,12369,483,0,98560,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
211 - Tjenestemandslignende,Trin 1,4.0,24330,0,4035,843,1098,0,0,2634,32941,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
221 - Køkkenmedhjælpere,Trin 2,19.0,24394,0,4033,65,1018,66,75,1378,31027,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
224 - Servicemedarbejdere,Trin 1,22.0,26191,0,4835,200,4378,307,163,56,36130,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,Trin 1,14.6,22434,0,3768,0,0,0,0,113,26315,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",41.9,31148,0,5888,307,4163,121,227,402,42255,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 1",88.6,29893,357,5844,509,3697,176,118,249,40843,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",20.1,32881,0,6787,279,7880,101,312,19,48257,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 2",7.2,32335,0,6006,291,3416,174,349,2,42573,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 4",3.1,37462,1333,8554,143,11771,1551,325,2,61141,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Hovedstad, Sats I",6.9,28099,0,5097,0,2731,0,121,64,36113,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Provins, Sats I",19.5,26768,0,4828,6,2154,0,51,967,34775,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Hovedstad, Sats II",39.4,29771,0,5745,116,4718,32,99,43,40525,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Provins, Sats II",75.3,28601,70,5466,172,3172,175,69,34,37759,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
248 - Specialarbejdere m.fl.,Trin 2,9.4,24412,0,4672,19,4695,700,250,27,34774,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
251 - Sygeplejersker,Trin 1,85.0,35479,0,7425,73,2236,517,170,543,46441,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
258 - Kokke og kogersker,Trin 1,6.0,28215,0,5277,43,5600,0,292,262,39689,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
266 - Køkkenpersonale,Trin 1,9.9,26850,0,5921,54,3319,375,169,408,37096,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),14.1,45962,1061,9918,46,3995,0,399,0,61382,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,LR 36 (u.åremål),17.7,48058,2798,10433,60,5772,0,1743,0,68865,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),7.0,53609,0,12352,0,13170,482,0,0,79613,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",10.7,29468,235,6282,3791,234,0,0,0,40011,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,AC basisløntrin 6,4.0,34106,0,7445,4362,2982,0,0,0,48895,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,AC basisløntrin 8,6.1,35698,560,8071,4675,4091,0,164,0,53259,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
49 - Magistre,LR 35 (u.åremål),4.0,46938,0,8900,0,1221,0,333,0,57392,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
49 - Magistre,LR 36 (u.åremål),6.1,49628,974,10608,0,7028,0,817,0,69055,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
49 - Magistre,LR 36 (pers.ledelse u.åremål),4.0,53609,0,13461,0,19786,0,0,0,86856,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
201 - Tjenestemænd,Trin 6,3.1,31762,1720,6354,1942,3745,0,0,0,45523,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
238 - IT-medarbejdere,Trin 1,21.4,46171,870,8869,44,7132,0,55,82,63223,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
238 - IT-medarbejdere,"Løngruppe 2, Løntrin 5",14.3,32771,0,6506,23,6334,293,0,191,46118,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
238 - IT-medarbejdere,"Løngruppe 3, Løntrin 1",4.0,34245,0,6641,0,6025,0,0,0,46911,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",11.1,30770,468,6415,33,7599,0,90,906,46282,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",3.2,30670,2563,6612,0,6939,0,311,157,47252,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
240 - Kontorfunktionærer,"Løngrp. 2, Hovedstad, Sats II",4.8,29754,0,5451,0,3028,0,0,233,38466,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
44 - Ingeniører,LR 35 (u.åremål),4.2,44530,2691,9933,0,6708,0,0,0,63862,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),9.1,46765,464,9690,407,4899,0,95,0,62321,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,LR 36 (u.åremål),11.4,49768,748,11656,5848,7657,138,138,0,75953,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),13.9,53609,0,13110,6580,11824,0,180,0,85304,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,LR 38 (u.åremål),25.0,61719,0,11351,0,19198,0,24,0,92292,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",14.1,29408,311,6389,4320,808,589,126,0,41951,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,AC basisløntrin 5,10.0,32001,0,6797,4903,0,791,415,0,44906,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,AC basisløntrin 6,15.1,33802,352,7711,6385,468,1910,118,0,50746,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,AC basisløntrin 8,191.7,36039,269,9365,10033,1665,4428,215,0,62014,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
49 - Magistre,LR 35 (u.åremål),9.0,46938,0,9155,0,2629,0,0,0,58722,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
103 - Særligt aflønnede,Trin 0,8.6,79082,0,309,0,0,0,528,0,79919,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,Trin 1,513.6,61809,60,14462,2351,25017,223,143,19,104085,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,Trin 5,4.6,31249,0,5562,974,2431,0,133,0,40348,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,Trin 6,14.3,32790,0,5910,269,2202,460,666,198,42497,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,Trin 7,15.4,36085,0,6612,1093,3431,37,625,17,47901,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,Trin 8,16.1,38514,328,7671,533,7055,358,855,13,55327,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
224 - Servicemedarbejdere,Trin 1,12.2,27215,0,4910,364,3744,127,921,21,37302,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
238 - IT-medarbejdere,Trin 1,6.0,46938,0,8239,0,3317,0,0,0,58494,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
238 - IT-medarbejdere,"Løngruppe 3, Løntrin 1",4.0,34245,0,6331,0,4088,0,0,0,44665,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,Trin 1,78.8,25388,91,4531,270,1594,91,90,2,32056,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,Trin 2,4.8,18475,0,2905,0,0,0,0,180,21559,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,Trin 3,21.5,16843,0,2941,58,0,0,0,0,19841,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,Trin 4,19.3,17781,0,3124,0,693,0,6,0,21604,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,"Løngrp. 1, Provins, Løntrin 1",3.6,23256,0,3884,0,0,0,0,0,27140,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",147.8,31102,56,5406,18,1276,27,256,25,38167,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 1",229.6,30147,59,5370,173,1244,37,354,18,37403,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",128.0,32742,145,5770,37,1808,70,415,6,40991,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 2",183.9,32164,187,5790,198,1416,162,448,29,40393,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 3",113.9,35661,87,6352,62,2395,289,498,22,45365,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 3",61.7,35558,194,6226,159,1048,320,562,36,44102,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 4",39.9,38083,524,7872,94,9177,84,960,545,57339,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
