Personalekategori,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
49 - Magistre,LR 37 (m.åremål),10.0,49630,0,13666,12058,4154,12916,1943,145,94513,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
49 - Magistre,LR 37 (u.åremål),125.7,53300,0,11497,11038,1421,408,217,102,77983,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
49 - Magistre,LR 38 (u.åremål),11.8,60679,0,14622,21332,6815,2343,473,261,106526,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
49 - Magistre,"AC basisløntrin 4, 2-årigt",83.2,29192,0,5864,3756,420,0,20,0,39251,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
49 - Magistre,AC basisløntrin 5,18.8,31461,0,6334,3958,771,0,120,0,42644,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
49 - Magistre,AC basisløntrin 6,65.5,33531,0,6921,4423,1735,32,262,11,46915,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
49 - Magistre,AC basisløntrin 8,785.7,35571,0,7971,6791,2998,301,115,28,53774,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
54 - Maskinmestre,Trin 1,5.9,34555,0,9705,0,19654,1521,778,0,66212,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
60 - Journalister,Løntrin 7,23.5,33482,0,9610,229,17620,1108,85,0,62135,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
64 - Dyrlæger,AC basisløntrin 8,3.1,35570,0,8795,904,11684,2030,0,0,58983,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
84 - Farmaceuter,LR 37 (u.åremål),9.0,53329,0,11786,11963,1808,665,0,131,79682,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
84 - Farmaceuter,AC basisløntrin 8,18.7,35571,0,7774,6563,2264,41,101,27,52342,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
93 - Særligt aflønnede,Trin 0,76.3,21327,0,3291,2509,404,409,38,47,28025,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
106 - Ekst lektor og UV-assistent,Trin 1,25.8,42496,0,134,0,0,0,0,0,42630,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
107 - Studenterundervisere,Trin 1,24.5,28876,0,673,0,0,0,0,0,29549,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
108 - Læger v. højere udd.ins.,LR 37 (u.åremål),13.5,53328,0,11393,10874,1197,0,216,302,77311,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
108 - Læger v. højere udd.ins.,AC basisløntrin 8,21.7,35570,0,8428,6657,2900,2800,0,54,56409,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
139 - Gartnere og gartneriarbejdere,Trin 2,16.3,26932,0,4786,135,4642,36,174,161,36867,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
149 - Kandidater i sygepleje,Trin 8,5.0,35701,0,8419,6816,1936,525,0,64,53461,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
172 - Lærlinge og elever,Trin 1,9.6,21902,0,2940,0,0,0,0,0,24842,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
172 - Lærlinge og elever,Trin 2,4.0,14558,0,1573,0,0,0,0,0,16131,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
179 - Håndværkere og Teknikere,"Provins, Løntrin 1",28.0,28463,0,6038,141,10692,534,375,2842,49086,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
201 - Tjenestemænd,Trin 4,3.6,29604,0,6626,2565,9517,0,184,299,48795,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
231 - Bioanalytikere,Trin 1,5.4,32010,0,7679,0,8300,464,154,0,48607,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 1, Løntrin 1",6.0,22570,0,2464,0,0,0,0,0,25034,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 2, Sats II",4.0,28615,0,3062,0,1256,0,0,0,32933,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 3, Løntrin 1",6.0,30600,0,4752,0,1184,0,0,0,36537,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 4, Løntrin 1",13.9,32326,0,5581,0,3361,186,0,0,41454,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 5, Løntrin 1",45.0,35344,0,5869,26,2539,74,33,22,43909,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 6, Løntrin 1",18.8,37826,0,6379,52,2942,371,151,40,47761,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
239 - IT-medarbejdere,Trin 1,4.1,23363,0,3130,0,699,0,0,615,27807,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 4",4.1,28770,0,4940,0,3013,0,121,910,37755,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 5",60.0,32199,0,7001,36,12307,68,200,638,52448,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
240 - Kontorfunktionærer,Trin 1,6.7,20869,0,2454,0,0,0,0,26,23348,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
240 - Kontorfunktionærer,Trin 2,3.7,19467,0,1872,0,0,0,0,13,21352,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
240 - Kontorfunktionærer,Trin 48,3.8,45135,0,9219,13520,1420,0,328,0,69622,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 1",185.6,29676,28,5465,26,6165,148,148,44,41700,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 2",55.4,31712,94,6239,45,7882,406,326,46,46750,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 3",20.9,35143,0,7390,34,8598,841,491,47,52545,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Provins, Sats I",4.8,26317,0,4092,0,2256,225,0,0,32890,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Provins, Sats II",48.2,28179,0,5036,23,5284,23,48,38,38632,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
251 - Sygeplejersker,Trin 1,6.2,34320,0,8114,53,8197,616,0,62,51363,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
252 - Vagtfunktionærer,Løngruppe II,4.0,25217,0,4593,0,4674,233,333,137,35188,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
252 - Vagtfunktionærer,Løngruppe III,24.0,26832,0,5377,68,7512,113,153,139,40193,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
540 - Korrespondenter,Løntrin 1,13.0,28856,0,7116,643,10245,0,250,126,47236,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
553 - Ph.d. Stipendiater,"AC basisløntrin 4, 2-årigt",164.1,29185,0,5159,1526,124,48,10,0,36053,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 5,105.2,31461,0,5640,1546,156,169,32,0,39005,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 6,70.4,33531,0,6088,1543,318,253,72,0,41804,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 8,178.2,35571,0,6558,1548,398,1028,30,0,45133,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
580 - Kliniske Professorer,Trin 1,47.8,47074,0,5136,511,339,0,0,159,53219,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
747 - Rengøringsassistenter,Trin 1,3.9,25224,0,4134,0,4698,0,0,0,34056,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,LR 35 (u.åremål),4.4,44740,1468,8710,117,3479,0,0,201,58715,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
44 - Ingeniører,LR 36 (u.åremål),4.0,49671,0,9688,124,5700,0,0,145,65328,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
44 - Ingeniører,AC basisløntrin 8,15.2,35571,0,8548,6490,6075,1159,143,75,58060,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),25.4,46149,264,8610,16,2740,0,0,0,57779,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
46 - Jurister/økonomer,LR 36 (u.åremål),11.7,49096,664,9563,0,4895,79,0,0,64297,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),7.0,52706,0,10551,0,7839,0,107,0,71203,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
46 - Jurister/økonomer,LR 37 (u.åremål),12.7,53329,0,12503,10897,7245,466,0,102,84542,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
46 - Jurister/økonomer,LR 38 (u.åremål),3.8,60678,0,13412,11274,5260,0,0,340,90964,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",5.0,29192,0,5852,3766,836,0,0,0,39646,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
46 - Jurister/økonomer,AC basisløntrin 8,103.5,35571,0,8689,7879,5297,1003,73,13,58525,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,LR 35 (u.åremål),25.0,46195,215,8538,32,2224,74,0,43,57320,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,LR 36 (u.åremål),6.9,49671,0,9283,62,3381,0,0,72,62469,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,LR 36 (pers.ledelse u.åremål),12.0,52706,0,10493,718,6778,0,0,0,70694,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,LR 37 (u.åremål),36.0,53329,0,11940,9797,5260,279,40,192,80836,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,LR 38 (u.åremål),5.8,60679,0,13085,9385,5260,3377,0,472,92259,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,"AC basisløntrin 4, 2-årigt",9.1,29192,0,5835,2534,1382,271,0,0,39214,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,AC basisløntrin 5,8.1,31305,0,6158,3242,1566,151,0,0,42422,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,AC basisløntrin 6,14.5,33531,0,7355,5361,3448,0,0,0,49695,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,AC basisløntrin 8,220.4,35571,0,8673,7849,5435,662,43,75,58309,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
93 - Særligt aflønnede,Trin 0,10.4,40118,0,6442,3895,703,0,52,221,51430,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
106 - Ekst lektor og UV-assistent,Trin 1,27.4,43288,0,151,0,0,0,46,0,43486,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
179 - Håndværkere og Teknikere,"Provins, Løntrin 1",7.8,28463,0,6890,3416,9730,1739,0,76,50313,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 4, Løntrin 1",4.6,32326,0,6039,59,6174,267,0,48,44913,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 5, Løntrin 1",3.8,35344,0,6236,168,4673,0,0,97,46517,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 5",11.8,32219,0,6776,662,10708,0,0,29,50393,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
239 - IT-medarbejdere,"Løngruppe 3, Løntrin 1",5.0,33668,0,7733,2909,15241,602,0,20,60171,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
240 - Kontorfunktionærer,Trin 1,8.3,20468,0,2541,0,0,0,0,48,23058,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",21.6,30623,0,5701,54,5755,227,39,54,42453,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",22.9,32021,412,6172,15,7022,239,0,11,45891,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 3",6.1,34369,888,6280,0,5316,0,0,0,46853,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Hovedstad, Sats II",12.8,29252,0,5529,0,6126,71,0,0,40978,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
553 - Ph.d. Stipendiater,"AC basisløntrin 4, 2-årigt",36.0,29192,0,5210,1525,119,0,0,0,36046,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 5,18.8,31461,0,5590,1613,58,0,0,0,38721,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 6,10.8,33531,0,5952,1525,100,0,0,0,41109,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 8,28.0,35571,0,6482,1525,1135,0,0,0,44712,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
22 - Civiløkonomer,LR 35 (u.åremål),3.8,47232,0,8575,106,1585,0,1511,123,59131,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
36 - Bygningskonstruktør,AC basisløntrin 7,6.0,33960,0,8515,2917,10558,1987,208,0,58146,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
38 - Bibliotekarer,LR 35 (u.åremål),3.8,46146,0,8394,102,1367,250,490,124,56874,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
38 - Bibliotekarer,AC basisløntrin 7,9.8,33960,0,7448,2375,6438,82,210,151,50664,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
38 - Bibliotekarer,AC basisløntrin 8,9.0,35570,0,8005,2772,7400,0,325,46,54119,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
39 - Erhvervss.kandidater,LR 35 (u.åremål),9.0,46146,0,8406,0,1734,118,93,0,56497,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
39 - Erhvervss.kandidater,LR 36 (pers.ledelse u.åremål),6.0,52706,0,9809,0,3500,0,564,0,66579,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
39 - Erhvervss.kandidater,AC basisløntrin 6,3.9,33531,0,7326,5442,4158,0,253,0,50710,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
39 - Erhvervss.kandidater,AC basisløntrin 8,18.8,35571,0,7387,5612,2251,80,0,0,50900,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
40 - Ingeniørassistenter,Trin 1,30.5,31812,0,6566,98,8469,697,164,128,47934,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
43 - Arkitekter,AC basisløntrin 8,25.2,35571,0,8283,7049,4184,736,290,59,56171,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,LR 35 (u.åremål),17.4,46500,0,9173,70,5876,0,48,51,61718,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,LR 36 (u.åremål),8.2,49671,0,9164,12,2589,194,663,210,62502,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,LR 36 (pers.ledelse u.åremål),8.0,52706,0,11121,209,10892,70,490,95,75582,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,LR 37 (m.åremål),7.0,50158,0,14681,14767,6434,13338,1131,120,100629,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,LR 37 (u.åremål),56.2,53329,0,11574,1092,9666,2654,722,168,79207,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,LR 38 (u.åremål),10.6,60679,0,13451,2790,6591,7668,1557,226,92961,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,"AC basisløntrin 4, 2-årigt",45.9,29187,0,5841,3498,365,0,0,0,38892,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,AC basisløntrin 5,12.8,31461,0,6465,3893,1339,0,293,163,43615,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,AC basisløntrin 6,60.7,33531,0,7001,4711,1514,373,144,0,47275,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,AC basisløntrin 8,467.7,35571,0,8208,6847,4063,448,281,71,55488,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),67.6,46212,0,8484,0,2029,208,271,0,57204,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,LR 36 (u.åremål),28.2,49951,0,9382,15,3505,232,419,0,63504,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),32.0,52706,0,10240,418,5208,397,573,18,69560,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,LR 37 (m.åremål),6.0,52096,0,14117,4111,10430,14761,3139,0,98654,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,LR 37 (u.åremål),33.6,53329,0,11759,3652,10045,721,1101,136,80742,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,LR 38 (u.åremål),4.0,60679,0,14357,14397,7727,0,2396,0,99556,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",28.8,29192,0,6031,3168,2150,0,104,0,40645,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,AC basisløntrin 5,10.9,31461,0,6531,3410,3070,0,234,0,44707,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,AC basisløntrin 6,21.4,33531,0,6954,4344,2397,0,78,0,47304,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,AC basisløntrin 8,243.5,35571,0,8205,7167,3924,451,391,40,55748,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,LR 35 (u.åremål),63.0,46181,0,8469,13,1954,318,265,8,57208,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,LR 36 (u.åremål),17.8,49967,0,9437,0,4048,0,285,0,63737,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,LR 36 (pers.ledelse u.åremål),25.0,52706,0,10423,940,5342,805,691,0,70907,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,LR 37 (m.åremål),6.0,50246,0,13690,17905,0,10748,1521,124,94233,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,LR 37 (u.åremål),68.1,53329,0,11554,2643,8318,2103,751,197,78896,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,LR 38 (u.åremål),4.9,60679,0,12994,5305,5260,3555,1542,522,89857,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,"AC basisløntrin 4, 2-årigt",46.5,29192,0,5857,3653,370,0,36,0,39109,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,AC basisløntrin 5,10.7,31461,0,6306,4186,251,173,93,0,42470,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,AC basisløntrin 6,32.8,33531,0,7009,4551,2076,441,203,0,47811,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,AC basisløntrin 8,471.4,35571,0,8351,7489,4181,588,299,49,56528,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
50 - Tekniske funktionærer,Trin 1,3.8,25397,0,6625,92,15150,0,164,108,47537,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
54 - Maskinmestre,Trin 1,4.0,35378,0,8493,0,13179,0,0,0,57050,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
