Personalekategori,Klasse/Lønramme,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,"Løngruppe 2, Løntrin 5",4.0,32219,0,6912,176,11828,0,917,184,52235,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
238 - IT-medarbejdere,54 - Individuelt aflønnede,Trin 1,4.0,45123,0,7395,0,2855,0,563,0,55935,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,"Løngruppe 3, Løntrin 1",15.0,33668,0,6441,47,7729,0,250,71,48205,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 1",50.5,30623,0,5148,24,2153,184,515,22,38667,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 2",10.4,32326,0,6119,110,6968,0,703,95,46321,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 1",6.7,29697,0,5061,0,2734,0,373,162,38027,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 2",7.0,31789,0,5366,46,2500,117,738,51,40607,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats II",29.9,29252,0,4848,16,1682,47,480,29,36354,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,"Løngrp. 2, Provins, Sats II",61.3,28179,0,4826,28,2614,0,325,671,36643,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
240 - Kontorfunktionærer,91 - Løngruppe 4,Trin 1,11.0,46854,0,7960,976,1757,1194,2125,14,60881,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
240 - Kontorfunktionærer,92 - Studerende,Trin 1,10.8,20472,0,2700,0,0,0,0,0,23172,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
44 - Ingeniører,72 - Akademiingeniører m.fl,AC basisløntrin 8,9.6,35571,0,8757,936,13544,0,285,98,59191,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
44 - Ingeniører,74 - Civilingeniører m.fl,AC basisløntrin 8,20.6,35571,0,8993,663,14957,77,388,160,60809,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
44 - Ingeniører,79 - Diplomingeniører,AC basisløntrin 8,3.8,35571,0,8311,87,11729,0,0,0,55697,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),7.8,46146,0,8535,0,1174,0,493,0,56348,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),6.0,49671,0,9795,1020,5434,0,458,81,66460,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (pers.ledelse u.åremål),5.0,52706,0,10594,0,8089,0,3600,0,74989,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 6,4.0,33531,0,6663,4288,1144,0,396,0,46022,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,10.8,35571,0,7249,5000,1990,0,69,0,49879,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 37 (m.åremål),5.0,54722,0,12752,8988,0,9708,5417,0,91587,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
49 - Magistre,64 - Magistre,AC basisløntrin 8,5.7,35571,0,8175,68,10951,0,175,77,55017,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
238 - IT-medarbejdere,57 - IT-medarbejdere - løngruppe 5,Trin 1,10.0,44694,0,8299,0,12832,607,250,2,66683,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 1",8.3,30623,0,5526,29,4761,0,300,38,41276,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 1",6.8,29697,0,5273,169,3932,0,330,0,39401,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
240 - Kontorfunktionærer,91 - Løngruppe 4,Trin 1,5.0,46146,0,7939,0,5463,0,833,0,60382,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
44 - Ingeniører,74 - Civilingeniører m.fl,LR 35 (u.åremål),4.9,46146,0,8339,0,1445,0,762,0,56693,"2024, 4. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
