Personalekategori,Klasse/Lønramme,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 4",26.6,38474,0,8874,101,15351,298,432,259,63790,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 1",372.3,30185,23,5431,242,808,430,229,350,37697,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 2",120.5,32335,0,5861,343,1247,688,311,235,41020,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 3",50.9,35746,0,6998,587,4681,202,144,289,48647,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 4",25.6,38474,0,7961,41,9987,0,810,106,57379,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,82 - Elever i provinsen,Trin 3,7.0,16447,0,2830,0,0,0,0,0,19276,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,82 - Elever i provinsen,Trin 4,5.0,17746,0,3037,0,0,0,0,226,21009,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,83 - Elever i hovedstaden,Trin 3,7.0,16447,0,2830,0,0,0,0,51,19328,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,83 - Elever i hovedstaden,Trin 4,10.0,17746,0,3037,0,0,0,0,61,20844,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,84 - Voksenelever I Provinsen,Trin 1,26.0,23194,0,3932,20,0,127,32,30,27334,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,85 - Voksenelever i Hovedstaden,Trin 1,29.0,23194,0,3917,0,47,0,23,76,27256,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,86 - Elever i provinsen / forl. tid,Trin 1,4.0,23535,0,3992,0,0,0,0,128,27655,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats I",13.8,27860,0,4835,221,459,285,36,565,34260,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats II",184.2,29754,0,5183,242,810,133,110,857,37089,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,"Løngrp. 2, Provins, Sats I",16.0,26768,0,4710,32,1476,0,0,332,33317,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,"Løngrp. 2, Provins, Sats II",490.3,28631,32,4931,118,467,143,170,484,34976,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
249 - Politikadetter,53 - Politikadetter,Trin 1,185.2,27480,0,4756,311,0,0,141,2766,35454,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
249 - Politikadetter,53 - Politikadetter,Trin 2,15.5,29095,0,5519,359,0,0,317,4164,39455,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,1 - Løngruppe 1,Trin 1,455.6,29218,0,4222,44,0,0,2,1210,34696,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"2 - Løngruppe 2, sats 1",Trin 1,2049.0,30840,28,4750,517,15,40,166,3381,39736,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"3 - Løngruppe 2, sats 2",Trin 1,2433.5,32734,74,5262,1368,43,105,425,3129,43140,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"4 - Løngruppe 2, sats 3",Trin 1,1614.5,34201,120,6051,4419,39,151,532,2323,47834,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"5 - Løngruppe 2, sats 3a",Trin 1,1440.5,35310,100,6371,4776,44,152,509,2169,49431,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"6 - løngruppe 2, sats 4",Trin 1,10.0,37647,0,7281,8006,0,0,67,201,53202,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"7 - Løngruppe 2, sats 4a",Trin 1,613.6,37596,55,6439,2981,39,124,482,2054,49771,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"8 - Løngruppe 2, sats 4b",Trin 1,4.0,36487,0,6211,4325,0,0,313,1068,48403,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"9 - Løngruppe 2, sats 4c",Trin 1,203.2,37632,17,6572,3045,24,246,399,1913,49848,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"10 - Løngruppe 3, sats 1",Trin 1,10.0,37647,0,6658,5771,0,635,458,1344,52515,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"12 - Løngruppe 3, sats 1b",Trin 1,5.4,38483,0,6976,6454,0,69,3186,412,55580,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"13 - Løngruppe 3, sats 2",Trin 1,363.0,39113,258,6551,2460,41,134,676,1413,50645,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"15 - Løngruppe 3, sats 3",Trin 1,474.8,40967,181,6939,3094,2,198,769,983,53132,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"17 - Løngruppe 3, sats 4",Trin 1,20.2,40525,749,8008,8325,0,0,708,800,59116,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,32 - Lønramme 32,Trin 2,5.0,40224,0,8249,6989,0,500,1027,389,57377,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,33 - Lønramme 33,Trin 1,758.1,41109,24,7408,5320,9,82,1013,2772,57737,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,35 - Lønramme 35,Trin 1,156.0,45909,0,8754,9185,280,0,1592,4701,70422,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,36 - Lønramme 36,Trin 1,9.0,49111,0,10845,17241,0,0,2367,4875,84438,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,37 - Lønramme 37,Trin 1,58.0,54244,0,11504,17112,0,0,3039,9624,95522,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),58.7,48204,281,10261,0,6827,522,963,0,67058,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),33.8,50865,0,11041,0,8517,731,979,20,72153,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (pers.ledelse u.åremål),7.0,53609,0,13128,707,16997,239,1667,0,86348,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,57.5,36181,0,8851,5205,2193,4665,1051,51,58197,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 37 (m.åremål),8.0,59570,0,15315,1646,7416,15024,2143,0,101113,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
201 - Tjenestemænd,36 - Tjenestemænd LR 36,Trin 1,19.9,48911,271,9477,13913,0,118,1026,0,73716,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
207 - Tjenestemænd (åremål),39 - Tjm. Lr 39,Trin 1,4.0,67766,0,14484,18208,5678,20826,0,0,126961,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
224 - Servicemedarbejdere,53 - Servicemedarbejdere,Trin 1,4.5,25384,0,4964,106,5733,420,0,5,36612,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 3,6.4,20919,0,3223,0,0,0,0,33,24175,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 4,6.0,21445,0,2955,0,0,0,0,26,24426,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 5,7.7,21859,0,3187,19,0,0,0,21,25086,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 1",24.4,31148,0,5685,139,2875,192,504,22,40565,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 2",5.0,32881,0,6299,0,4736,512,917,18,45363,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 1",4.4,30206,0,5558,0,948,0,376,17,37106,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 2",6.9,32335,0,5605,0,1199,238,146,12,39535,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats I",4.0,27860,0,5107,0,2821,0,0,0,35788,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats II",8.5,29754,0,5277,58,1771,179,246,14,37299,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
23 - Hjælpepræster,53 - Hjælpepræster,AC basisløntrin 8,3.5,36180,0,8217,4527,4775,0,238,0,53938,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),40.6,46993,0,9291,40,2324,247,142,0,59036,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),13.1,50003,535,10283,0,4734,548,279,0,66381,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (pers.ledelse u.åremål),22.3,53609,0,11435,84,6755,49,953,0,72885,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",21.2,29618,0,6286,3635,1444,291,0,5,41278,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 5,4.3,32001,0,6736,2929,2140,0,389,0,44194,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 6,12.0,34106,0,7306,4362,1700,513,139,0,48126,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,51.0,36181,0,8066,4615,2916,458,155,0,52391,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 37 (m.åremål),9.0,56605,0,14342,5858,2934,12876,93,0,92708,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 38 (m.åremål),4.0,64081,0,17039,18474,0,15394,417,0,115404,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,64 - Magistre,LR 35 (u.åremål),9.4,46938,0,9518,0,4272,376,177,0,61281,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,64 - Magistre,LR 36 (u.åremål),5.0,50522,0,9844,250,3273,0,167,0,64055,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,64 - Magistre,"AC basisløntrin 4, 2-årigt",4.0,29692,0,6207,1910,2238,0,0,104,40151,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,64 - Magistre,AC basisløntrin 5,6.1,31296,965,6935,2491,3326,0,136,0,45149,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,64 - Magistre,AC basisløntrin 8,14.9,36181,0,8102,3179,5104,244,0,0,52810,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,65 - Psykologer,LR 36 (u.åremål),5.6,49307,1437,10988,0,8522,372,371,0,70997,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,65 - Psykologer,AC basisløntrin 8,8.5,36180,0,8753,607,10536,139,0,0,56215,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
67 - Læger i Staten,52 - Afdelingslæger,Trin 1,12.5,49116,0,12703,2897,16877,856,67,0,82515,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
93 - Særligt aflønnede,0 - Ingen klasse,Trin 0,6.4,37026,0,6628,3528,259,0,194,27,47661,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
103 - Særligt aflønnede,0 - Ingen klasse,Trin 0,31.8,38340,0,7679,6969,2331,52,198,106,55675,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,65 - Tjenstemænd Kriminalforsorgen,"Løngrp. 2, Løntrin 1",184.6,27708,0,4189,1665,356,571,221,3475,38185,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,65 - Tjenstemænd Kriminalforsorgen,"Løngrp. 2, Løntrin 2",182.9,28197,0,4317,1638,1093,814,167,3327,39554,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,65 - Tjenstemænd Kriminalforsorgen,"Løngrp. 2, Løntrin 3",1185.2,28562,25,4747,4577,2641,1230,216,3568,45566,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,65 - Tjenstemænd Kriminalforsorgen,"Løngrp. 3, Løntrin 1",13.2,28861,0,4314,3752,2978,245,0,1098,41248,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,65 - Tjenstemænd Kriminalforsorgen,"Løngrp. 3, Løntrin 2",150.3,29749,0,4729,5818,2866,748,216,565,44692,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,65 - Tjenstemænd Kriminalforsorgen,"Løngrp. 3, Løntrin 3",16.0,30571,0,4868,6397,3062,1234,208,396,46736,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,65 - Tjenstemænd Kriminalforsorgen,"Løngrp. 5, Løntrin 1",43.1,33997,0,5462,250,4001,340,130,1060,45240,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,65 - Tjenstemænd Kriminalforsorgen,"Løngrp. 6, Løntrin 1",161.2,37148,0,5980,1590,2816,530,245,514,48822,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,65 - Tjenstemænd Kriminalforsorgen,"Løngrp. 7, Løntrin 1",105.3,40038,0,6488,3581,5207,927,292,323,56856,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
135 - Institutiionsmedarbejdere,51 - Institutionsmedarb. hovedstad,Trin 1,5.0,24475,0,4473,1347,2679,0,0,1622,34596,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
135 - Institutiionsmedarbejdere,51 - Institutionsmedarb. hovedstad,Trin 2,14.0,26961,0,4965,2202,2917,45,238,4370,41698,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
135 - Institutiionsmedarbejdere,52 - Institutionsmedarb. provinsen,Trin 1,13.0,23355,0,4065,849,1577,129,0,2223,32199,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
135 - Institutiionsmedarbejdere,52 - Institutionsmedarb. provinsen,Trin 2,25.1,25650,0,4642,2222,1415,639,200,3809,38577,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
137 - Pædagogiske assistenter,51 - Pædagogiske assistenter,Trin 1,65.5,27253,0,6857,1942,5986,382,165,1871,44457,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
138 - Transportbetjente,52 - Transportbetjente,Trin 1,77.1,23583,0,3741,3,0,0,0,212,27539,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
138 - Transportbetjente,52 - Transportbetjente,Trin 2,106.0,26822,0,4465,2243,943,178,163,349,35164,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
143 - Vejledere,"52 - Vejledere, Kriminalforsorgen",Trin 2,3.1,31177,1889,8008,2391,5809,664,0,7,49945,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
143 - Vejledere,"52 - Vejledere, Kriminalforsorgen",Trin 3,9.0,35913,0,7678,2400,1610,139,93,3,47836,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,51 - Fængselslærere,Trin 3,5.0,31585,0,6830,2321,1547,0,167,1,42450,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,51 - Fængselslærere,Trin 4,4.0,32956,0,7360,1819,3141,416,313,9,46013,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,51 - Fængselslærere,Trin 5,67.4,34794,173,7924,2325,3498,197,146,25,49082,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,52 - Faglærere,Trin 2,18.5,32386,0,7443,536,5926,523,40,13,46867,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,53 - Souschefer,Trin 1,5.1,34532,1142,8651,1459,9104,0,357,9,55254,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
152 - Fængselsbetjente og værkmestre,51 - Pens. fængsel og værkmestre,Trin 1,31.2,32034,0,5461,0,0,0,112,1796,39402,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
179 - Håndværkere og Teknikere,58 - Håndværker Dansk El-Forb,"Provins, Løntrin 1",8.3,28979,0,6173,632,6561,604,0,28,42977,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,"57 - Socialrådgivere, basisstilling",Løntrin 1,27.1,30118,0,6045,1443,479,81,0,176,38342,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,"57 - Socialrådgivere, basisstilling",Løntrin 2,486.4,31805,96,6942,1086,3725,346,139,561,44701,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,58 - Konsulent og koord.soc.rådg.,Trin 1,39.9,34390,202,7885,7,6163,464,83,13,49208,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,59 - Ledende Socialrådgivere,Trin 1,38.0,37343,0,9094,381,8764,457,294,18,56350,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,37 - Tjenestemænd LR 37,Trin 1,4.0,54244,0,12047,15117,9193,0,729,8,91338,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,62 - Socialrådgiver i basisstilling,Trin 2,7.9,31880,0,6079,2998,4954,159,212,375,46657,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
