Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
Major,116.6,39368,370,9649,6889,722,7382,1374,2529,68282,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Marinespecialist (MSPC) (GL),9.0,24753,0,5040,6475,2551,0,620,2398,41837,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Maskinmester,19.1,32631,297,7944,49,12103,306,618,473,54420,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Materielassistent,49.7,27429,0,5208,270,1945,0,412,468,35732,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Materielforvalter,81.4,29080,442,5837,351,2613,0,561,482,39367,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Materielmester,18.1,30571,1242,7005,1125,6749,0,625,1212,48528,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Mekaniker,5.0,24144,0,5880,13188,1498,0,600,173,45482,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Oberst,7.0,60679,0,12674,6500,8565,3248,6236,0,97902,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Oberstløjtnant,24.0,53329,0,11396,5185,8547,379,4285,972,84095,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Oceanograf,5.0,34295,0,8802,248,15856,0,533,372,60105,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Orlogskaptajn,52.4,39884,442,9794,7211,801,6736,1394,2806,69068,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Overassistent,144.8,28731,92,4806,141,3159,0,330,138,37398,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Overkonstabel-1,63.1,25697,70,5051,4637,2907,0,500,1100,39963,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Oversergent,23.1,26849,199,5990,6835,3381,0,614,522,44391,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Overværkmester,56.4,37302,0,8053,228,6511,0,735,503,53332,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Seniorsergent,62.0,27764,0,6450,6479,5394,146,721,2362,49316,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Specialarbejder,82.4,25212,50,3898,480,1610,44,212,250,31757,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Specialarbejder (feltkost),3.2,25042,0,3692,1391,2220,0,262,29,32637,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Specialkonsulent,157.5,46173,92,8935,190,5249,34,524,58,61254,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Teknikumingeniør,22.6,35358,306,8494,1140,14186,0,800,311,60595,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Teknisk Assistent,11.0,26390,0,5873,2319,7173,0,460,109,42323,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
Afdelingsleder-1,17.9,31790,0,5172,41,1737,0,414,218,39372,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Afdelingsleder-2,15.0,35143,0,6501,407,5713,283,83,249,48380,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Afdelingsleder-3,26.3,37437,216,6890,1020,5918,0,879,432,52791,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Akademiingeniør,5.0,35571,0,8654,327,13582,0,417,487,59036,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Arkitekt,9.8,35153,0,8019,0,10634,0,598,0,54404,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Blikkenslager,10.0,28732,0,5313,1195,9926,0,125,304,45594,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Bygningskonstruktør,61.0,32495,0,8030,77,12277,0,362,22,53263,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Catere,12.0,25366,0,3570,0,5375,0,340,869,35519,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Chefkonsulent,25.0,49776,0,9605,51,5091,0,733,37,65294,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Chefkonsulent m. ledelsesansva,38.0,52706,0,9850,57,3672,0,1384,44,67713,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Chefsergent,14.0,30851,0,6423,4768,4559,0,744,1832,49178,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Civilingeniør,22.4,34533,0,7642,0,8920,0,531,0,51626,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Diplomingeniør,7.0,34984,0,8095,71,11121,0,417,106,54793,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Ejendomsservicetekniker,67.8,27632,0,5010,607,3928,0,461,560,38197,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Elektriker,33.0,28707,0,5419,427,10704,0,467,1151,46877,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Ernæringsassistent,48.2,25266,0,5520,20,4794,0,196,826,36623,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Fuldmægtig,59.7,32725,479,6790,4327,2322,111,317,0,47071,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Kaptajn,10.4,32227,1594,7267,6504,153,4049,921,1767,54484,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Kaserneassistent,5.0,28369,0,4972,1842,1785,0,583,453,38005,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Kaserneforvalter,8.0,29697,0,6182,582,3322,0,781,245,40809,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Kasernemester,45.0,35427,0,7467,1497,4521,218,720,394,50243,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Kleinsmed,4.0,28799,0,5011,1106,9422,0,625,404,45367,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Kok,95.3,27321,0,4204,19,4454,0,233,1069,37301,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Kontorchef,6.0,54722,0,12333,0,8102,8081,3958,0,87196,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Kontorfuldmægtig,45.9,29717,0,4817,80,1875,0,460,258,37207,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Køkkenassistent,11.0,25141,0,5718,62,4818,0,510,1129,37379,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Køkkenleder,42.1,28918,121,5943,38,9858,0,1106,1296,47280,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Køkkenmedhjælper,68.9,23725,0,3508,45,3605,0,636,1127,32645,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Ledende Maskinmester,4.0,42923,0,9119,0,9282,0,1771,77,63172,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Leder,5.0,33587,0,5247,0,0,0,0,291,39125,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Major,14.4,40858,1385,8261,5463,940,4305,736,895,62843,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Maskinmester,34.0,33455,0,7599,3255,10424,0,495,453,55680,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Materielassistent,6.0,26368,0,4993,391,3304,0,556,405,36016,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Materielforvalter,5.0,29432,0,5726,157,1538,0,200,565,37618,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Overassistent,143.0,28389,0,4451,55,1875,0,297,127,35195,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Overkonstabel-1,25.0,24305,0,4405,2952,1780,0,207,3805,37452,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Overværkmester,18.0,35739,0,8375,1317,9440,0,579,595,56046,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Rengør.inspektrice,20.1,24027,0,4328,87,6242,0,1336,434,36454,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Rengøringsassistent,260.1,23797,0,3723,44,3377,5,397,411,31753,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Seniorsergent,17.9,27109,753,5679,4079,2755,0,805,3039,44219,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Serviceassistent,69.0,25225,0,4402,81,3828,0,335,479,34350,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Skov- og naturtekniker,7.0,27632,0,5168,1140,4009,0,354,834,39137,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Smed,3.9,28463,0,6822,1540,11522,0,323,5899,54569,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Smørrebrødsjomfru,5.7,25352,0,4755,105,5076,0,290,708,36285,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Specialarbejder,183.2,25043,0,4529,464,5331,0,310,416,36093,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Specialkonsulent,77.3,46272,0,8509,28,2333,0,461,35,57636,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Særlig aflønnet (særafløn),14.0,40869,0,6716,0,0,0,89,499,48174,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Teknikumingeniør,5.0,35571,0,8420,432,12141,0,333,321,57219,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Teknisk Assistent,6.0,25599,0,6018,2039,9189,0,278,212,43335,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Tømrer,7.9,28634,0,5842,97,7875,0,265,237,42949,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Varmemester,5.0,28999,0,6101,1872,8759,0,0,209,45940,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Værkmester,7.5,32596,0,7672,300,8354,0,0,221,49143,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
Afdelingsleder-1,9.9,31790,0,5719,550,3137,0,507,89,41791,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Afdelingsleder-3,5.0,37826,0,7421,309,6497,0,1667,194,53914,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Chefkonsulent,6.8,49671,0,9661,255,5241,0,1532,411,66770,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Chefkonsulent m. ledelsesansva,12.0,52706,0,9996,58,4532,0,1438,0,68728,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Civiløkonom,9.0,32710,0,6778,4790,2190,0,278,2,46747,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Fuldmægtig,27.9,33581,0,6567,4459,689,0,75,0,45372,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Kontorchef,5.0,54722,0,13365,174,12425,9663,4583,258,95191,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Kontorfuldmægtig,73.9,29697,0,4979,78,2743,0,354,239,38091,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Overassistent,73.2,28187,0,4516,73,2204,0,203,358,35541,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Specialkonsulent,26.6,46146,0,8442,55,2011,0,423,50,57128,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Afdelingschef,6.0,64165,0,16572,156,9262,23271,5556,473,119455,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-1,26.5,32306,0,6158,277,6478,140,829,1023,47210,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-2,27.8,35143,0,6940,397,6471,229,1000,1110,51291,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-3,21.8,37826,0,8487,897,11844,273,1351,2214,62892,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-4,15.5,46146,0,7339,400,4316,745,724,505,60176,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Assistent,10.3,27235,0,4493,376,3318,190,268,2385,38266,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
"Bachelorer, BA",30.6,29626,0,6736,3960,6086,0,264,51,46723,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Chefkonsulent,142.6,50434,0,10264,86,8394,137,2074,347,71735,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Chefkonsulent m. ledelsesansva,31.0,52706,0,11054,0,10874,256,2131,6,77027,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Chefsergent,44.9,31052,0,6769,4948,5769,63,1008,1716,51325,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Civilingeniør,34.8,33574,0,8268,191,13696,0,540,187,56456,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Diplomingeniør,10.0,34522,0,8544,51,14222,0,1339,161,58839,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Elektriker,5.0,29805,0,7124,197,16687,0,167,7447,61426,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Flyverspecialist,11.0,24048,0,5192,5179,2392,0,804,2511,40126,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Fuldmægtig,162.3,32512,0,6815,4372,3838,19,415,176,48148,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Generalmajor,4.0,66623,0,15276,3743,22234,7013,5146,533,120569,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Håndværker,4.0,29805,0,5381,0,5046,0,0,34,40266,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
IT-Afdelingsleder,104.9,46003,0,8349,34,10980,0,1416,288,67071,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
IT-assistent,45.4,28783,0,4018,0,3878,0,101,1821,38601,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
IT-Konsulent,21.6,34871,0,7213,85,11864,0,889,1518,56440,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
IT-specialist,63.2,32777,0,6198,39,8884,67,777,2045,50787,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Journalist,11.0,33255,0,8441,208,12537,0,697,2106,57245,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Juridisk Rådgiver,7.0,43180,0,9024,5954,3506,0,4820,1818,68302,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kaptajn,91.2,33454,100,7330,8142,934,2929,781,1644,55315,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kaptajnløjtnant,16.0,33534,0,7212,7327,1206,3044,3211,940,56474,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kommandør,4.0,60679,0,12845,6227,7830,2572,4896,284,95333,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kommandørkaptajn,14.0,53429,0,10997,4361,7745,906,3774,825,82036,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Konstabel,12.6,24061,0,3660,2026,955,0,6,2987,33695,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kontorchef,30.0,54474,0,13414,54,6803,16895,5122,101,96863,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kontorfuldmægtig,51.5,30802,0,5445,54,5454,72,585,505,42917,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Korporal,8.0,25729,0,4858,4087,2724,348,722,1561,40030,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Korporal (HKKF),13.1,25535,383,5306,4869,3796,0,882,3536,44308,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Major,274.5,39893,225,9640,8125,925,5863,1076,1402,67150,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Marinespecialist (MSPC) (GL),8.0,24144,0,4591,6306,2576,0,500,2333,40451,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Materielassistent,6.0,26018,0,5370,272,4160,0,417,440,36677,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Oberst,20.0,60679,0,13027,6116,10652,3567,5245,504,99790,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Oberstløjtnant,52.0,53329,0,11127,4957,6557,324,4635,1180,82109,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Orlogskaptajn,80.2,40467,226,9059,6861,961,5252,1147,1728,65699,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overassistent,39.8,28599,0,4903,240,3368,107,315,633,38164,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overkonstabel,17.0,24379,0,3692,2026,540,0,243,2847,33728,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overkonstabel-1,53.0,24495,0,4266,3482,2192,74,373,3869,38751,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Oversergent,21.0,26781,0,5748,5176,3053,40,1376,4759,46933,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overtelegrafist,4.0,31438,0,4941,4547,0,0,2411,776,44113,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overværkmester,7.0,35526,0,8700,858,13727,0,655,2947,62412,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Premierløjtnant,8.0,29510,0,7069,7519,1729,393,163,1472,47854,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Rengøringsassistent,12.0,24378,0,4435,74,3971,0,442,109,33409,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Seniorsergent,68.1,27713,0,6047,5113,4736,76,795,3299,47778,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Sergent,6.0,25933,0,5357,6961,1128,0,568,2539,42487,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Specialarbejder,4.0,27632,0,4880,0,5300,0,1042,187,39041,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Specialkonsulent,351.6,46201,0,9104,79,5975,54,1355,175,62945,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Teknikumingeniør,4.0,35571,0,9414,5017,13590,0,521,679,64792,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Vagtfunktionær,26.0,25052,0,3391,0,5291,0,0,4,33738,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-1,7.0,31866,0,5824,70,4988,0,467,160,43375,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Afdelingsleder-2,13.5,35143,0,6122,138,5380,0,484,207,47475,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Assistent,22.9,26364,0,3913,14,1392,253,107,62,32105,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Chefsergent,107.2,30762,216,6654,4969,5313,267,1050,2658,51888,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Flyveroverkonstabel,4.0,23812,0,5192,4997,132,0,250,2373,36757,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Flyverspecialist,19.0,24041,0,5423,6287,800,268,424,4506,41749,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Fuldmægtig,13.0,33466,0,6989,4755,2549,326,660,0,48746,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Kaptajn,246.6,33480,192,7128,6854,1707,2652,1015,3714,56743,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Kaptajnløjtnant,4.0,34976,0,6424,7742,606,2460,3497,1202,56906,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Konstabel,1303.6,24139,0,3591,2359,116,67,138,2173,32584,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Konstabelelev,651.0,20484,0,273,2026,0,0,34,199,23015,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Kontorfuldmægtig,15.0,29759,0,5387,0,4471,99,836,276,40828,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Korporal,315.0,24832,0,3978,3861,981,288,1029,3617,38586,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Korporal (HKKF),175.1,26025,22,5223,4746,2807,340,921,2444,42527,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
