Personalekategori,Klasse/Lønramme,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
172 - Lærlinge og elever,"54 - Elever, Hovedstaden",15.0,14436,0,2337,0,0,0,0,15,16789,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
188 - Officerer,53 - Officerer,6.0,35657,0,7911,6965,1636,5204,688,3082,61143,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
200 - Spec.Arb (3f),"61 - SPECARB, Lager/logistiklærlin",8.0,13676,0,2232,101,0,0,72,99,16180,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
200 - Spec.Arb (3f),65 - Voksenelever (VOKE),19.0,23335,0,3627,43,0,0,10,56,27071,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
208 - Stampers.Tjm. CS,"52 - Stampersonel, ny løn",10.0,26948,0,5967,8162,2539,0,1140,99,44856,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
216 - Stampersonel HKKF,55 - Stampersonel Tjm.l. Ufaglær,4.0,24061,0,3611,2026,415,0,0,4,30117,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
240 - Kontorfunktionærer,82 - Elever i provinsen,16.0,16161,0,2380,0,0,0,0,45,18586,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
240 - Kontorfunktionærer,83 - Elever i hovedstaden,10.0,16528,0,2614,0,0,0,0,31,19173,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
240 - Kontorfunktionærer,84 - Voksenelever I Provinsen,41.8,22570,0,3525,0,0,0,50,29,26174,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
240 - Kontorfunktionærer,85 - Voksenelever i Hovedstaden,26.8,22803,0,3414,0,0,0,0,27,26244,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
258 - Kokke og kogersker,"77 - Kokke-, smørrebrøds- caterelev",5.0,14206,0,2229,0,0,0,0,62,16496,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
258 - Kokke og kogersker,78 - Voksenelever,17.1,23222,0,3625,0,0,0,4,137,26989,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
266 - Køkkenpersonale,77 - Økonomaer Provinsen,4.8,13230,0,1147,0,0,0,0,80,14457,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
266 - Køkkenpersonale,78 - Køkkenledere,7.9,23746,0,2352,0,0,0,0,16,26114,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
276 - Stampersonel Cs,"52 - Stampersonel, ny løn",208.0,25480,0,4840,3370,133,0,344,700,34866,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
188 - Officerer,53 - Officerer,10.0,39073,0,9681,7379,2258,7197,1358,8225,75172,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.03 - Forsvarsministeriets Personalestyrelse, Centralt Styrede Enheder",Styrelse
46 - Jurister/økonomer,55 - Jurister / Økonomer (DJØF),5.0,33473,0,7229,2782,6569,0,700,0,50753,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
49 - Magistre,51 - Magistre M.V..............(Dm/,7.0,46146,0,9171,0,6239,0,750,0,62306,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
49 - Magistre,56 - Magistre            (DM/DP),6.0,34508,0,7308,5199,3803,0,542,0,51358,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
49 - Magistre,57 - Psykologer m.v     (DM/DP),31.8,35113,0,7716,9381,4107,0,393,23,56733,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
103 - Særligt aflønnede,0 - Ingen klasse,8.5,36017,0,5902,420,0,0,0,186,42525,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
188 - Officerer,53 - Officerer,4.0,38731,0,10348,6918,0,7550,1208,172,64928,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
193 - Socialrådgivere,58 - Konsulent og koord.soc.rådg.,38.7,34482,0,7157,1442,3506,0,349,459,47395,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,7.0,33491,0,5960,0,4822,0,464,278,45015,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,5.0,28179,0,5166,303,3649,0,700,70,38067,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
22 - Civiløkonomer,51 - Civiløkonomer I Um...........(,16.0,46984,0,8617,782,5092,0,295,107,61876,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
22 - Civiløkonomer,53 - Civiløkonomer......... (CØ),10.8,31485,0,7189,4761,5826,0,570,59,49891,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,51 - Akademiingeniører.M.V......,85.4,48102,87,9604,260,6792,59,679,120,65702,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,61 - Akademiingeniører m.v (IDA),14.0,35571,0,8820,1062,13607,0,651,342,60053,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,63 - Civilingeniører m.v  (IDA),92.3,34715,104,8264,824,11788,75,612,218,56600,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,64 - Teknikumingeniører  (IDA),24.6,35892,281,8674,1106,14106,418,887,254,61618,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,67 - Diplomingeniører......(IDA),65.0,34922,0,8237,70,11966,26,537,38,55797,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,89 - Chefkonsulenter m. ledelsesans,23.0,52706,0,10911,210,9823,0,1363,132,75144,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,90 - Kontraktansatte Chefer,4.0,56506,0,14466,0,15423,11661,2688,0,100744,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,51 - Jurister/Økonomer..........(Dj,130.0,47571,112,9646,59,7465,38,752,45,65688,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,52 - Bachelorer.............(DJØF),8.9,30550,605,6597,4531,3727,0,252,0,46261,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,55 - Jurister / Økonomer (DJØF),66.6,32109,428,6898,4280,4369,0,348,12,48444,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,83 - Chefkonsulenter m. ledelsesans,34.9,52706,0,10579,338,9730,0,1697,27,75077,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,8.0,56956,0,14656,0,20262,7325,2615,0,101814,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,51 - Magistre M.V..............(Dm/,37.8,47806,0,9221,44,4734,159,548,28,62540,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,52 - Bachelorer......... (DM/DP),8.0,31023,0,6544,3634,3696,250,479,0,45626,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,56 - Magistre            (DM/DP),37.6,33095,122,7582,2679,7792,135,335,49,51788,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,83 - Chefkonsulenter m. ledelsesans,4.0,52706,0,10938,0,10060,0,833,0,74537,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
50 - Tekniske funktionærer,59 - Tekn. tegnere og ass.  (TL),13.0,26104,0,5553,2195,6551,0,313,92,40808,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
54 - Maskinmestre,51 - Maskinmestre i land...(MF),19.1,32631,297,7981,68,12545,0,618,668,54808,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
103 - Særligt aflønnede,0 - Ingen klasse,3.0,49798,0,8943,1253,0,0,0,0,59994,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
171 - Stampers.Tjm. HKKF,55 - Stampersonel (Tjm.) Ufaglær,20.1,24336,221,4941,4615,2839,0,339,1131,38423,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
171 - Stampers.Tjm. HKKF,56 - Stampersonel (Tjm.) Faglært,26.0,26888,0,5576,5572,2837,77,747,293,41989,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
171 - Stampers.Tjm. HKKF,57 - Stampersonel langtidstjeneste,10.0,24982,0,5357,5960,4398,0,387,1420,42503,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
171 - Stampers.Tjm. HKKF,58 - Stampersonel langtidstjeneste,21.0,27472,0,6019,7202,4548,0,860,1973,48075,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,37 - Tjm. LR 37,27.0,53329,0,11509,4952,8060,337,4395,319,82903,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,38 - Tjm. Lr 38,11.0,60679,0,12486,6259,7028,3920,6074,0,96447,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,53 - Officerer,182.6,37820,478,9379,7588,274,7438,1318,2463,66758,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
200 - Spec.Arb (3f),55 - Specialarbejdere.........(3F),69.7,25028,0,4232,573,1595,52,206,306,31992,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
200 - Spec.Arb (3f),56 - Specialarbejdere       (3F),152.0,27632,0,4667,538,1447,0,343,461,35088,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
201 - Tjenestemænd,75 - Tjenestemænd FCE,87.4,30923,333,6243,902,4949,0,613,602,44565,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
208 - Stampers.Tjm. CS,"52 - Stampersonel, ny løn",163.8,28210,206,6302,7232,4656,42,794,2338,49779,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
208 - Stampers.Tjm. CS,53 - Stampersonel langtidstjeneste,6.0,24788,0,5379,7133,2792,0,2206,2500,44798,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"209 - CS CIV, OK",75 - Overenskomstansatte CS CIV,52.7,32571,80,6742,167,2907,0,537,430,43435,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
211 - Tjenestemandslignende,75 - Tjenestem.lign.... (FCE),77.0,31538,268,6804,161,4619,31,649,471,44541,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
216 - Stampersonel HKKF,55 - Stampersonel Tjm.l. Ufaglær,8.0,24061,0,4080,2084,3225,0,313,2312,36075,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
216 - Stampersonel HKKF,56 - Stampersonel Tjm.l. Faglært,7.0,26758,0,4600,3574,3039,0,179,2480,40630,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
220 - Tjm.ans. Mekanikere,52 - Ny løn,4.0,24144,0,5841,13130,1287,0,750,35,45188,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
228 - Faglærte Arbejdere,53 - Faglærte arbejdere ...(FLORG),10.0,28463,0,5579,1322,5275,0,637,179,41456,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
236 - Laboratoriefunktionærer,62 - Løngruppe 2,6.0,28615,0,5398,97,6139,0,0,116,40365,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,124.9,31205,42,5601,164,4596,16,444,719,42787,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,79.1,33610,78,6888,83,10353,0,585,852,52451,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,56 - IT-medarbejdere - løngruppe 4,61.9,35143,0,7598,244,12803,32,610,703,57134,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,57 - IT-medarbejdere - løngruppe 5,25.0,47162,0,9186,247,11977,0,823,298,69692,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,65 - IT-medarbejdere løngrpskift,15.0,34356,0,7379,128,11845,0,833,616,55158,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,101.2,32820,225,6270,123,7067,0,455,172,47132,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,34.2,32609,768,6160,115,5875,0,673,392,46593,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,88.6,29079,102,5116,174,2978,56,318,78,37901,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,67.5,27720,0,4795,61,2853,0,223,59,35710,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,91 - Løngruppe 4,8.0,45694,0,8211,112,7727,0,438,162,62344,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,93 - Løngruppeskift (FSV),63.9,31408,150,5958,110,5248,108,662,221,43864,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
268 - Stampersonel (OK- CS),"55 - Stampersonel, Konstabler",5.0,23880,0,6234,6259,4955,0,2115,5553,48995,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
268 - Stampersonel (OK- CS),"59 - Stampersonel, Seniorsergenter",11.0,28724,0,6861,4278,5379,182,742,1241,47407,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
268 - Stampersonel (OK- CS),"60 - Stampersonel, Chefsergenter",7.0,32391,0,7887,5690,7196,0,458,1647,55270,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
276 - Stampersonel Cs,"52 - Stampersonel, ny løn",8.0,25787,0,5652,7138,4264,0,729,578,44148,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"643 - Officerer m.fl. OK, HOD",54 - Løngruppe 4,25.1,33533,0,8359,7889,5554,168,862,2092,58459,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"643 - Officerer m.fl. OK, HOD",55 - Løngruppe 5,18.6,49149,0,10335,672,6841,1125,1075,1200,70396,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
22 - Civiløkonomer,83 - Chefkonsulenter m. ledelsesans,4.0,52706,0,9602,0,2203,0,1875,125,66511,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
36 - Bygningskonstruktør,51 - Bygningskonstruktører......,9.0,47321,0,9236,88,5057,0,599,94,62397,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
36 - Bygningskonstruktør,56 - Bygningskonstruktører,55.0,32822,0,7997,92,12447,0,386,24,53768,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
36 - Bygningskonstruktør,83 - Ch.konsulenter m. pers.ledelse,10.0,52706,0,9667,0,2263,0,546,0,65182,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
43 - Arkitekter,51 - Arkitekter..................(A,6.0,47909,0,9602,142,6967,0,208,153,64981,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
43 - Arkitekter,52 - Arkitekter             .(AAR),9.8,36874,0,8233,93,9955,0,683,102,55940,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,51 - Akademiingeniører.M.V......,13.9,47417,0,8781,63,2753,0,255,0,59270,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,61 - Akademiingeniører m.v (IDA),5.0,35571,0,8658,444,13582,0,417,487,59158,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,63 - Civilingeniører m.v  (IDA),25.9,34675,0,7648,641,8298,0,443,0,51704,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,64 - Teknikumingeniører  (IDA),6.0,35571,0,8591,624,13096,0,278,417,58577,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,67 - Diplomingeniører......(IDA),7.9,34596,0,7876,86,10283,0,371,95,53306,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,89 - Chefkonsulenter m. ledelsesans,7.0,52706,0,10390,159,6976,0,1657,0,71888,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
46 - Jurister/økonomer,51 - Jurister/Økonomer..........(Dj,45.8,46964,0,8753,31,2670,229,768,20,59435,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
46 - Jurister/økonomer,55 - Jurister / Økonomer (DJØF),48.0,33688,0,6778,4524,1963,0,488,0,47440,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
46 - Jurister/økonomer,83 - Chefkonsulenter m. ledelsesans,17.0,52706,0,9814,49,3464,0,1230,54,67317,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,5.0,55913,0,12914,0,8752,9628,2333,0,89541,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
49 - Magistre,51 - Magistre M.V..............(Dm/,18.9,46707,0,8501,45,1819,0,486,41,57598,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
49 - Magistre,56 - Magistre            (DM/DP),18.0,33254,0,6836,3735,2783,241,278,41,47168,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
50 - Tekniske funktionærer,58 - Tekn.aa.og tegnere   (TL),8.0,25397,0,5880,2065,8461,0,448,199,42451,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
54 - Maskinmestre,51 - Maskinmestre i land...(MF),29.0,32863,0,7646,3810,11112,0,537,552,56520,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
54 - Maskinmestre,53 - Ledere,6.0,42923,0,8757,0,7109,0,1181,70,60040,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
85 - Landinspektører,51 - Landinspektører............,6.0,48349,0,8877,0,2315,0,139,0,59680,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
86 - Jordbrugsakademikere,58 - Agronomer     (JAF),5.0,33065,0,6556,2360,2304,0,250,0,44536,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
103 - Særligt aflønnede,0 - Ingen klasse,19.7,39647,0,6475,0,0,0,63,525,46710,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
171 - Stampers.Tjm. HKKF,55 - Stampersonel (Tjm.) Ufaglær,14.0,24399,0,4636,3153,1706,0,220,3652,37767,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
188 - Officerer,53 - Officerer,18.3,35695,651,8340,6713,0,5512,808,1530,59249,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
200 - Spec.Arb (3f),55 - Specialarbejdere.........(3F),182.1,25043,0,4781,525,5286,0,292,374,36302,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
200 - Spec.Arb (3f),56 - Specialarbejdere       (3F),75.1,27632,0,5082,671,3905,0,460,469,38219,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
201 - Tjenestemænd,75 - Tjenestemænd FCE,28.0,32076,0,6614,2948,4588,0,693,621,47540,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
208 - Stampers.Tjm. CS,"52 - Stampersonel, ny løn",24.1,28580,560,5992,4483,3734,0,623,2550,46522,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"209 - CS CIV, OK",75 - Overenskomstansatte CS CIV,59.5,34098,0,7347,540,5459,0,589,281,48314,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
