Personalekategori,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
46 - Jurister/økonomer,19.8,43596,0,8851,1149,5555,451,968,0,60571,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.61.01 - Geodatastyrelsen,Styrelse
49 - Magistre,27.0,37454,0,7448,924,4265,0,556,18,50665,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.61.01 - Geodatastyrelsen,Styrelse
50 - Tekniske funktionærer,7.5,25397,0,6009,108,10626,163,663,47,43012,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.61.01 - Geodatastyrelsen,Styrelse
85 - Landinspektører,29.8,45251,0,9726,3928,5307,1600,1074,51,66937,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.61.01 - Geodatastyrelsen,Styrelse
93 - Særligt aflønnede,4.0,44306,0,9570,7376,0,2236,208,0,63697,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.61.01 - Geodatastyrelsen,Styrelse
145 - Kort- og Landmålingsteknikere,14.7,30077,0,6512,40,7678,153,909,42,45412,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.61.01 - Geodatastyrelsen,Styrelse
201 - Tjenestemænd,7.0,32288,0,7207,265,12053,249,476,197,52735,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.61.01 - Geodatastyrelsen,Styrelse
238 - IT-medarbejdere,6.0,32706,0,6696,0,10616,0,1389,5,51413,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.61.01 - Geodatastyrelsen,Styrelse
240 - Kontorfunktionærer,18.9,30240,0,5066,16,3896,0,618,13,39849,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.61.01 - Geodatastyrelsen,Styrelse
44 - Ingeniører,38.5,41438,0,8863,597,8430,73,665,29,60095,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.71.01 - Styrelsen for Dataforsyning og Infrastruktur,Styrelse
46 - Jurister/økonomer,82.2,44307,0,9363,3212,4345,2354,825,22,64428,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.71.01 - Styrelsen for Dataforsyning og Infrastruktur,Styrelse
49 - Magistre,98.6,39693,0,8305,1419,6022,577,619,44,56680,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.71.01 - Styrelsen for Dataforsyning og Infrastruktur,Styrelse
50 - Tekniske funktionærer,6.6,26610,0,6467,181,12838,0,1135,205,47436,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.71.01 - Styrelsen for Dataforsyning og Infrastruktur,Styrelse
85 - Landinspektører,14.9,46248,0,9766,954,7948,895,880,92,66783,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.71.01 - Styrelsen for Dataforsyning og Infrastruktur,Styrelse
145 - Kort- og Landmålingsteknikere,12.8,29973,0,6861,66,8254,103,392,34,45683,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.71.01 - Styrelsen for Dataforsyning og Infrastruktur,Styrelse
201 - Tjenestemænd,13.9,34144,0,6804,2502,7139,64,902,148,51703,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.71.01 - Styrelsen for Dataforsyning og Infrastruktur,Styrelse
238 - IT-medarbejdere,14.0,32629,0,6182,0,7267,0,298,3,46379,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.71.01 - Styrelsen for Dataforsyning og Infrastruktur,Styrelse
240 - Kontorfunktionærer,21.6,29485,0,5220,48,4777,0,231,45,39807,"2024, 3. kvt.","§29 - Klima-, Energi- og Forsyningsministeriet",§29.71.01 - Styrelsen for Dataforsyning og Infrastruktur,Styrelse
46 - Jurister/økonomer,12.0,61001,0,16183,27496,768,0,3820,76,109343,"2024, 3. kvt.",§3 - Folketinget,§3.11.01 - Folketinget,Andet
201 - Tjenestemænd,18.2,38092,471,8664,15090,507,0,505,691,64020,"2024, 3. kvt.",§3 - Folketinget,§3.11.01 - Folketinget,Andet
240 - Kontorfunktionærer,8.9,20947,0,4070,0,0,0,0,141,25159,"2024, 3. kvt.",§3 - Folketinget,§3.11.01 - Folketinget,Andet
610 - Folketingets ansatte,256.9,31472,459,6569,3184,2317,59,0,758,44818,"2024, 3. kvt.",§3 - Folketinget,§3.11.01 - Folketinget,Andet
611 - Folketingets AC-ansatte,134.6,43092,358,10044,7271,4130,8,0,39,64941,"2024, 3. kvt.",§3 - Folketinget,§3.11.01 - Folketinget,Andet
201 - Tjenestemænd,14.1,60014,256,14343,26831,0,0,692,54,102191,"2024, 3. kvt.",§3 - Folketinget,§3.21.01 - Folketingets Ombudsmand,Andet
240 - Kontorfunktionærer,4.3,21085,0,2563,0,0,0,0,0,23649,"2024, 3. kvt.",§3 - Folketinget,§3.21.01 - Folketingets Ombudsmand,Andet
610 - Folketingets ansatte,24.3,31139,0,5665,1055,1347,54,326,14,39601,"2024, 3. kvt.",§3 - Folketinget,§3.21.01 - Folketingets Ombudsmand,Andet
611 - Folketingets AC-ansatte,71.3,41560,0,9545,10140,2558,0,438,14,64255,"2024, 3. kvt.",§3 - Folketinget,§3.21.01 - Folketingets Ombudsmand,Andet
46 - Jurister/økonomer,240.6,42660,0,9016,6314,2043,12,346,0,60392,"2024, 3. kvt.",§3 - Folketinget,§3.31.11 - Rigsrevisionen,Andet
49 - Magistre,4.0,41740,0,9159,7502,2709,368,417,0,61894,"2024, 3. kvt.",§3 - Folketinget,§3.31.11 - Rigsrevisionen,Andet
201 - Tjenestemænd,6.0,56275,0,14505,12334,18766,460,0,0,102340,"2024, 3. kvt.",§3 - Folketinget,§3.31.11 - Rigsrevisionen,Andet
238 - IT-medarbejdere,7.0,33672,0,7830,2671,12271,0,238,0,56682,"2024, 3. kvt.",§3 - Folketinget,§3.31.11 - Rigsrevisionen,Andet
240 - Kontorfunktionærer,21.3,29731,0,6123,2225,5387,414,157,0,44037,"2024, 3. kvt.",§3 - Folketinget,§3.31.11 - Rigsrevisionen,Andet
38 - Bibliotekarer,3.7,39060,0,8882,72,11547,0,1700,0,61261,"2024, 3. kvt.",§5 - Statsministeriet,§5.11.01 - Departementet,Departement
46 - Jurister/økonomer,49.3,50837,0,11470,448,10038,3978,2876,0,79647,"2024, 3. kvt.",§5 - Statsministeriet,§5.11.01 - Departementet,Departement
49 - Magistre,5.0,44165,0,8526,751,3989,0,2292,0,59724,"2024, 3. kvt.",§5 - Statsministeriet,§5.11.01 - Departementet,Departement
240 - Kontorfunktionærer,19.6,29569,0,5837,858,8300,251,1178,237,46228,"2024, 3. kvt.",§5 - Statsministeriet,§5.11.01 - Departementet,Departement
252 - Vagtfunktionærer,6.0,26294,0,5275,46,7507,0,1264,538,40923,"2024, 3. kvt.",§5 - Statsministeriet,§5.11.01 - Departementet,Departement
46 - Jurister/økonomer,5.1,44123,0,14076,1383,4419,3612,1848,0,69461,"2024, 3. kvt.",§5 - Statsministeriet,§5.12.51 - Rigsombudsmanden på Færøerne,Andet
240 - Kontorfunktionærer,3.1,29701,0,7706,2320,2864,0,1207,34,43832,"2024, 3. kvt.",§5 - Statsministeriet,§5.12.51 - Rigsombudsmanden på Færøerne,Andet
201 - Tjenestemænd,3.0,32773,0,7314,1754,4755,0,0,0,46596,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.02 - Landbrugsskoler,Andet
206 - Tjenestemandslignende,19.7,33126,0,7415,3914,2737,0,514,0,47706,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.02 - Landbrugsskoler,Andet
240 - Kontorfunktionærer,12.8,30153,0,5627,887,4619,0,0,0,41286,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.02 - Landbrugsskoler,Andet
248 - Specialarbejdere m.fl.,8.9,26892,0,5275,796,5370,0,0,0,38333,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.02 - Landbrugsskoler,Andet
260 - Tjenestemandslign.,31.6,31304,0,6565,4147,878,0,0,0,42895,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.02 - Landbrugsskoler,Andet
266 - Køkkenpersonale,14.8,25378,0,5131,72,3234,0,0,165,33980,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.02 - Landbrugsskoler,Andet
994 - Fastansat OK,5.9,34876,0,7899,6715,2833,0,0,0,52322,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.02 - Landbrugsskoler,Andet
"230 - Lærere/ledere v. efterskoler, tjm.pension",140.2,35118,0,6569,3799,1697,837,403,2,48425,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.03 - Efterskoler,Andet
241 - Lærere/ledere v. efterskoler,3866.3,33279,0,6923,2769,1633,1107,284,4,46000,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.03 - Efterskoler,Andet
578 - Ledere ved frie grundskoler mv,409.8,48582,0,9090,318,1930,612,3779,42,64353,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.03 - Efterskoler,Andet
"230 - Lærere/ledere v. efterskoler, tjm.pension",3.8,34881,0,5964,2977,1259,418,288,196,45983,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.04 - Husholdningsskoler,Andet
241 - Lærere/ledere v. efterskoler,144.9,34249,0,6753,3041,821,650,91,0,45605,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.04 - Husholdningsskoler,Andet
578 - Ledere ved frie grundskoler mv,18.0,45164,0,8354,45,2193,870,2525,0,59150,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.04 - Husholdningsskoler,Andet
223 - Lærere m.fl. grundskoler,414.0,36023,0,6704,4300,1457,1372,221,154,50232,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.06 - De frie grundskoler,Andet
237 - Lærere m.fl. grundskoler,9009.7,33953,0,7123,2807,1722,1539,166,130,47441,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.06 - De frie grundskoler,Andet
578 - Ledere ved frie grundskoler mv,977.3,45778,0,8816,42,2824,299,3466,0,61224,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.06 - De frie grundskoler,Andet
49 - Magistre,12.5,35944,0,7887,5828,3112,0,0,0,52771,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.20.07 - Lærerhøjskolen Ollerup,Andet
23 - Hjælpepræster,460.6,34819,0,6328,35,7826,0,0,375,49383,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
46 - Jurister/økonomer,109.0,42099,0,8461,131,6740,122,0,714,58266,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
60 - Journalister,9.8,33481,0,9079,19,15800,0,0,438,58817,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
139 - Gartnere og gartneriarbejdere,1162.0,26731,0,4524,24,2654,0,8,257,34198,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
201 - Tjenestemænd,466.8,37174,0,7650,677,3366,10,0,307,49186,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
211 - Tjenestemandslignende,62.0,38119,0,6971,337,1762,0,0,298,47488,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
239 - IT-medarbejdere,18.0,32302,0,6188,30,7493,0,0,575,46588,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
240 - Kontorfunktionærer,310.6,32215,0,5914,30,6273,25,0,330,44787,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
254 - Præster,1669.2,39233,0,6579,38,6886,0,55,722,53514,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
991 - Kirkemusiker OK,364.8,32342,0,6482,1988,133,0,0,142,41086,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
992 - Sognemedhjælper OK,463.6,33438,0,6882,2744,215,0,327,80,43686,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
993 - Gravermedhjælpere,654.3,25347,0,3942,53,17,0,275,355,29989,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
9995 - Kordegn OK,736.6,32939,0,6638,2175,305,0,0,148,42205,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
9996 - Kirketjener OK,818.5,28285,0,4778,2389,94,0,0,132,35677,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
9997 - Graver OK,1067.6,30048,0,5017,2089,165,0,0,112,37432,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
9998 - Organister DOKS OK,210.9,34777,0,7009,58,7002,0,0,126,48972,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
9999 - Organister PO OK,416.5,29544,0,6789,273,6627,0,0,124,43357,"2024, 3. kvt.","§55 - Skoler, Folkekirken m.v.",§55.22.01 - Folkekirken,Andet
22 - Civiløkonomer,21.8,48062,0,9925,2373,4644,2059,1426,93,68582,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
39 - Erhvervss.kandidater,29.0,41361,0,8337,1489,3388,1714,1057,62,57408,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
43 - Arkitekter,4.8,46146,0,8993,152,3404,1685,0,99,60478,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
44 - Ingeniører,17.8,45809,0,9258,790,5154,1276,565,53,62906,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
46 - Jurister/økonomer,924.8,46106,16,9667,3454,2526,3352,747,22,65891,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
49 - Magistre,183.6,45331,0,9316,2791,3125,2749,726,39,64076,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
60 - Journalister,8.0,32960,0,10718,1728,10275,15208,708,0,71597,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
64 - Dyrlæger,5.0,46146,0,9236,89,3512,3107,375,34,62501,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
86 - Jordbrugsakademikere,15.0,46455,0,9535,3180,4150,991,757,106,65174,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
93 - Særligt aflønnede,12.7,56205,0,12192,2778,0,1467,0,730,73372,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
179 - Håndværkere og Teknikere,10.0,29805,0,6451,5963,3954,6833,732,42,53780,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
188 - Officerer,17.0,50108,0,10675,9228,3372,2198,2327,0,77907,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
201 - Tjenestemænd,82.0,51170,0,11403,14231,1720,8228,1416,272,88440,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
207 - Tjenestemænd (åremål),11.0,66443,0,14107,13934,0,26722,3037,0,124243,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
238 - IT-medarbejdere,21.7,37837,0,6856,186,4585,1955,954,156,52529,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
240 - Kontorfunktionærer,185.6,33409,0,5437,658,1921,679,459,130,42693,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
252 - Vagtfunktionærer,6.0,26563,0,7067,6844,4102,11909,2464,142,59091,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
540 - Korrespondenter,12.2,37381,0,7873,2905,4432,1286,103,406,54386,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.01 - Udenrigstjenesten,Andet
46 - Jurister/økonomer,25.7,39792,0,8998,481,10719,393,1151,5,61538,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.14 - Dansk Institut for Internationale Studier,Andet
49 - Magistre,39.9,38018,0,8812,483,10593,1082,986,18,59992,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.14 - Dansk Institut for Internationale Studier,Andet
240 - Kontorfunktionærer,14.0,29829,0,5180,41,4383,290,244,0,39966,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.14 - Dansk Institut for Internationale Studier,Andet
553 - Ph.d. Stipendiater,8.0,34802,0,6263,1525,665,0,208,0,43464,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.11.14 - Dansk Institut for Internationale Studier,Andet
46 - Jurister/økonomer,5.4,43989,3820,8893,0,3124,0,0,0,59826,"2024, 3. kvt.",§6 - Udenrigsministeriet,"§6.32.11 - Ukraine, EU’s øvrige naboskabslande og Den Ny Demokratifond",Andet
688 - Rådgivere - Danida,7.0,49671,0,11080,12506,0,0,0,0,73257,"2024, 3. kvt.",§6 - Udenrigsministeriet,"§6.34.01 - Naturressourcer, energi og klimaforandringer i udviklingslande mv.",Andet
46 - Jurister/økonomer,18.4,43261,3687,8589,192,1726,294,0,0,57749,"2024, 3. kvt.",§6 - Udenrigsministeriet,§6.36.06 - FN's øvrige udviklingsprogrammer og diverse multilaterale bidrag,Andet
46 - Jurister/økonomer,189.1,43434,19,9183,2955,2264,4207,4221,13,66296,"2024, 3. kvt.",§7 - Finansministeriet,§7.11.01 - Departementet,Departement
49 - Magistre,5.9,45921,0,9194,1731,449,3939,3696,0,64929,"2024, 3. kvt.",§7 - Finansministeriet,§7.11.01 - Departementet,Departement
201 - Tjenestemænd,4.0,62289,0,19696,40624,16451,0,698,0,139757,"2024, 3. kvt.",§7 - Finansministeriet,§7.11.01 - Departementet,Departement
240 - Kontorfunktionærer,23.0,24455,0,3775,94,3114,0,580,410,32429,"2024, 3. kvt.",§7 - Finansministeriet,§7.11.01 - Departementet,Departement
46 - Jurister/økonomer,20.6,44246,0,8647,1653,3133,896,3283,32,61889,"2024, 3. kvt.",§7 - Finansministeriet,§7.11.08 - DREAM-Gruppen,Andet
22 - Civiløkonomer,4.8,41033,0,8021,3087,2411,0,987,-39,55500,"2024, 3. kvt.",§7 - Finansministeriet,§7.13.01 - Statens Administration,Andet
44 - Ingeniører,5.0,43631,0,8966,3487,2192,2542,1000,79,61898,"2024, 3. kvt.",§7 - Finansministeriet,§7.13.01 - Statens Administration,Andet
46 - Jurister/økonomer,38.7,43340,0,8499,2350,1814,1185,1099,13,58300,"2024, 3. kvt.",§7 - Finansministeriet,§7.13.01 - Statens Administration,Andet
49 - Magistre,9.0,44714,0,8701,1854,2181,1428,1250,61,60189,"2024, 3. kvt.",§7 - Finansministeriet,§7.13.01 - Statens Administration,Andet
238 - IT-medarbejdere,10.0,37804,0,6535,0,4440,0,533,12,49324,"2024, 3. kvt.",§7 - Finansministeriet,§7.13.01 - Statens Administration,Andet
240 - Kontorfunktionærer,277.8,28999,16,4960,42,2575,45,289,88,37014,"2024, 3. kvt.",§7 - Finansministeriet,§7.13.01 - Statens Administration,Andet
22 - Civiløkonomer,3.9,43397,0,10744,4703,10745,3543,1639,864,75634,"2024, 3. kvt.",§7 - Finansministeriet,§7.14.01 - Økonomistyrelsen,Styrelse
39 - Erhvervss.kandidater,5.0,39276,0,7672,2775,2405,0,0,0,52129,"2024, 3. kvt.",§7 - Finansministeriet,§7.14.01 - Økonomistyrelsen,Styrelse
44 - Ingeniører,16.0,39841,0,8252,2150,5493,0,235,91,56062,"2024, 3. kvt.",§7 - Finansministeriet,§7.14.01 - Økonomistyrelsen,Styrelse
46 - Jurister/økonomer,229.1,41567,0,8313,2452,2902,1093,853,9,57189,"2024, 3. kvt.",§7 - Finansministeriet,§7.14.01 - Økonomistyrelsen,Styrelse
49 - Magistre,53.7,41432,0,8189,1867,3907,0,485,74,55954,"2024, 3. kvt.",§7 - Finansministeriet,§7.14.01 - Økonomistyrelsen,Styrelse
201 - Tjenestemænd,11.0,33390,0,7514,6631,7753,333,750,891,57262,"2024, 3. kvt.",§7 - Finansministeriet,§7.14.01 - Økonomistyrelsen,Styrelse
238 - IT-medarbejdere,29.4,36367,0,7203,36,10137,0,459,142,54344,"2024, 3. kvt.",§7 - Finansministeriet,§7.14.01 - Økonomistyrelsen,Styrelse
240 - Kontorfunktionærer,46.5,31186,0,5619,35,5840,0,424,9,43113,"2024, 3. kvt.",§7 - Finansministeriet,§7.14.01 - Økonomistyrelsen,Styrelse
252 - Vagtfunktionærer,29.0,26832,0,6581,11008,4230,0,376,69,49095,"2024, 3. kvt.",§7 - Finansministeriet,§7.14.01 - Økonomistyrelsen,Styrelse
46 - Jurister/økonomer,66.9,43648,0,8847,2109,3432,1824,1421,9,61290,"2024, 3. kvt.",§7 - Finansministeriet,§7.16.01 - Medarbejder- og Kompetencestyrelsen,Styrelse
49 - Magistre,16.0,46202,0,8899,555,4099,0,630,32,60418,"2024, 3. kvt.",§7 - Finansministeriet,§7.16.01 - Medarbejder- og Kompetencestyrelsen,Styrelse
240 - Kontorfunktionærer,4.9,30805,0,5306,0,4881,0,515,0,41508,"2024, 3. kvt.",§7 - Finansministeriet,§7.16.01 - Medarbejder- og Kompetencestyrelsen,Styrelse
46 - Jurister/økonomer,4.9,47478,0,10159,3185,5608,2229,925,0,69584,"2024, 3. kvt.",§7 - Finansministeriet,§7.16.03 - Kompetencesekretariatet,Andet
49 - Magistre,7.0,41206,0,8168,1762,4115,0,286,0,55537,"2024, 3. kvt.",§7 - Finansministeriet,§7.16.03 - Kompetencesekretariatet,Andet
240 - Kontorfunktionærer,5.0,28253,0,4803,0,2874,0,0,2,35932,"2024, 3. kvt.",§7 - Finansministeriet,§7.16.03 - Kompetencesekretariatet,Andet
39 - Erhvervss.kandidater,4.0,40757,0,8295,1878,5219,0,1269,0,57418,"2024, 3. kvt.",§7 - Finansministeriet,§7.17.01 - Statens It,Andet
44 - Ingeniører,32.2,42097,170,9027,574,9051,0,809,2800,64527,"2024, 3. kvt.",§7 - Finansministeriet,§7.17.01 - Statens It,Andet
46 - Jurister/økonomer,75.2,45582,89,9696,2477,5512,1652,1623,257,66888,"2024, 3. kvt.",§7 - Finansministeriet,§7.17.01 - Statens It,Andet
49 - Magistre,40.5,37883,0,7693,1683,4379,339,573,753,53303,"2024, 3. kvt.",§7 - Finansministeriet,§7.17.01 - Statens It,Andet
172 - Lærlinge og elever,14.9,18507,0,2831,0,0,0,0,11,21349,"2024, 3. kvt.",§7 - Finansministeriet,§7.17.01 - Statens It,Andet
201 - Tjenestemænd,7.8,34104,0,7366,1182,9053,0,192,430,52329,"2024, 3. kvt.",§7 - Finansministeriet,§7.17.01 - Statens It,Andet
238 - IT-medarbejdere,395.3,35384,58,6893,591,8316,217,665,1275,53399,"2024, 3. kvt.",§7 - Finansministeriet,§7.17.01 - Statens It,Andet
240 - Kontorfunktionærer,7.6,29534,0,5695,37,7466,0,568,6,43306,"2024, 3. kvt.",§7 - Finansministeriet,§7.17.01 - Statens It,Andet
39 - Erhvervss.kandidater,4.0,48667,0,8992,0,2758,0,938,0,61354,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.11.01 - Departementet,Departement
46 - Jurister/økonomer,124.4,43149,0,8643,3095,1893,1700,1104,0,59585,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.11.01 - Departementet,Departement
49 - Magistre,14.0,45730,0,8951,1978,2885,811,786,0,61141,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.11.01 - Departementet,Departement
60 - Journalister,7.0,31680,0,9185,401,18287,0,214,0,59768,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.11.01 - Departementet,Departement
240 - Kontorfunktionærer,16.5,26475,0,4619,751,3089,75,279,14,35301,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.11.01 - Departementet,Departement
44 - Ingeniører,3.5,49480,0,9024,0,1768,305,1631,0,62207,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.01 - Konkurrence- og Forbrugerstyrelsen,Styrelse
46 - Jurister/økonomer,218.7,44070,0,8729,2640,1885,1255,2377,4,60959,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.01 - Konkurrence- og Forbrugerstyrelsen,Styrelse
49 - Magistre,15.7,45610,0,8374,675,1713,0,1331,0,57704,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.01 - Konkurrence- og Forbrugerstyrelsen,Styrelse
86 - Jordbrugsakademikere,5.0,41547,0,7776,1609,1594,0,1340,0,53866,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.01 - Konkurrence- og Forbrugerstyrelsen,Styrelse
93 - Særligt aflønnede,4.0,45993,0,8199,798,0,0,1302,0,56293,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.01 - Konkurrence- og Forbrugerstyrelsen,Styrelse
238 - IT-medarbejdere,3.3,32824,0,6330,0,8062,0,1756,61,49032,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.01 - Konkurrence- og Forbrugerstyrelsen,Styrelse
240 - Kontorfunktionærer,38.2,26635,52,4396,150,2166,131,970,42,34542,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.01 - Konkurrence- og Forbrugerstyrelsen,Styrelse
44 - Ingeniører,4.0,46697,0,9002,210,4580,0,0,242,60731,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.10 - Nævnenes Hus,Andet
46 - Jurister/økonomer,133.1,38306,0,7471,3403,1165,444,621,0,51411,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.10 - Nævnenes Hus,Andet
49 - Magistre,5.0,46851,0,8860,84,3719,0,0,97,59612,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.10 - Nævnenes Hus,Andet
240 - Kontorfunktionærer,18.9,27438,0,4348,0,1259,0,55,13,33113,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.10 - Nævnenes Hus,Andet
22 - Civiløkonomer,7.5,39792,0,7817,2803,2420,185,133,112,53261,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
38 - Bibliotekarer,4.5,38602,0,8273,3296,238,0,1224,0,51633,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
39 - Erhvervss.kandidater,29.7,34916,0,6992,4451,865,406,413,0,48043,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
