Personalekategori,Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
166 - Stampersonel A-Løn,Korporal,27.0,23686,0,2479,5134,0,0,380,718,32397,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
166 - Stampersonel A-Løn,Overkonstabel-1,58.0,23125,0,2318,4156,0,0,154,387,30141,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
171 - Stampers.Tjm. HKKF,Overkonstabel-1,7.0,25602,0,4384,3903,916,0,0,0,34805,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
172 - Lærlinge og elever,Eud-Elev,105.8,15439,0,2668,0,888,0,54,35,19083,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
172 - Lærlinge og elever,Voksenelev,95.0,21902,0,3611,0,428,0,64,42,26047,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
200 - Spec.Arb (3f),Eud-Elev,8.0,13676,0,2232,101,0,0,72,99,16180,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
200 - Spec.Arb (3f),Voksenelev,19.0,23335,0,3627,43,0,0,10,56,27071,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
208 - Stampers.Tjm. CS,Seniorsergent,5.0,27363,0,5893,7143,2642,0,317,7,43365,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
240 - Kontorfunktionærer,Eud-Elev,29.0,16707,0,2547,0,0,0,0,45,19299,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
240 - Kontorfunktionærer,Voksenelev,70.6,22658,0,3480,0,0,0,30,27,26195,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
258 - Kokke og kogersker,Caterelev,4.0,16385,0,2569,0,0,0,0,59,19012,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
258 - Kokke og kogersker,Voksenelev,16.1,23221,0,3621,0,0,0,4,136,26983,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
266 - Køkkenpersonale,Voksenelev,7.9,23746,0,2352,0,0,0,0,16,26114,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
276 - Stampersonel Cs,Flyveroverkonstabel,9.0,24144,0,4346,2297,0,0,0,77,30863,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
276 - Stampersonel Cs,Flyverspecialist,16.0,24194,0,4840,4128,186,0,152,653,34154,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
276 - Stampersonel Cs,Marineoverkonstabel,9.0,24323,0,4422,1910,0,0,0,337,30992,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
276 - Stampersonel Cs,Marinespecialist,14.0,24144,0,4538,2675,91,0,1700,1186,34334,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
276 - Stampersonel Cs,Oversergent,92.0,26048,0,5050,3833,161,0,230,922,36245,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
276 - Stampersonel Cs,Seniorsergent,13.0,27363,0,5345,4431,374,0,462,13,37989,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
276 - Stampersonel Cs,Sergent,54.0,25210,0,4595,2777,70,0,334,553,33538,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.02 - Forsvarsministeriets Personalestyrelse, Funktionel Virksomhed",Styrelse
188 - Officerer,Major,7.0,38976,0,9673,7247,2292,7046,1286,9636,76155,"2024, 4. kvt.",§12 - Forsvarsministeriet,"§12.12.03 - Forsvarsministeriets Personalestyrelse, Centralt Styrede Enheder",Styrelse
49 - Magistre,Fuldmægtig,4.0,33976,0,6903,4928,1661,0,500,0,47968,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
49 - Magistre,Psykolog,32.8,35127,0,7713,9445,4061,0,381,23,56749,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
49 - Magistre,Specialkonsulent,7.0,46146,0,9171,0,6239,0,750,0,62306,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
103 - Særligt aflønnede,Særlig aflønnet (særafløn),3.5,40013,0,6201,0,0,0,0,88,46302,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
188 - Officerer,Major,4.0,38731,0,10348,6918,0,7550,1208,172,64928,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
193 - Socialrådgivere,Beskæftigelsesrådgiver,6.0,34553,0,7097,0,3103,0,208,0,44961,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
193 - Socialrådgivere,Socialrådgiver,32.7,34739,0,7269,1707,3871,0,425,544,48554,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
240 - Kontorfunktionærer,Afdelingsleder-2,4.0,35143,0,6081,0,3975,0,563,239,46001,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,4.0,30220,0,5349,0,4020,0,500,225,40314,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
240 - Kontorfunktionærer,Overassistent,7.0,28333,0,5107,216,3443,0,500,67,37667,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.12.05 - Veterancenter,Andet
22 - Civiløkonomer,Civiløkonom,5.0,30057,0,6904,4104,6070,0,900,40,48075,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
22 - Civiløkonomer,Fuldmægtig,5.8,32713,0,7435,5326,5617,0,287,77,51454,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
22 - Civiløkonomer,Specialkonsulent,13.0,46364,0,8430,900,5326,0,267,62,61349,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,Akademiingeniør,13.0,35571,0,8870,1090,13840,0,701,310,60383,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,Chefkonsulent,42.7,50134,0,10243,207,8180,0,792,142,69697,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,Chefkonsulent m. personaleled,23.0,52706,0,10911,210,9823,0,1363,132,75144,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,Civilingeniør,70.5,34663,54,8288,1015,11957,54,664,262,56956,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,Diplomingeniør,60.0,34656,0,8168,63,11833,29,477,26,55251,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,Ingeniør,28.0,35154,207,8275,107,11660,114,396,117,56028,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,Specialkonsulent,42.7,46072,173,8966,312,5407,117,567,98,61713,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
44 - Ingeniører,Teknikumingeniør,20.6,35338,336,8509,1279,14077,242,796,259,60836,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,"Bachelorer, BA",5.8,31448,0,6546,4679,3465,0,215,0,46354,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,Chefkonsulent,50.0,49854,156,10552,86,10453,0,710,87,71899,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,Chefkonsulent m. personaleled,34.9,52706,0,10579,338,9730,0,1697,27,75077,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,Fuldmægtig,69.7,31964,486,6889,4279,4362,0,347,12,48339,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,Kontorchef,6.0,55715,0,13979,0,20424,4362,3139,0,97619,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
46 - Jurister/økonomer,Specialkonsulent,80.0,46145,84,9080,42,5598,62,778,18,61807,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,AC-medarbejder,4.7,31925,0,7121,24,8953,0,179,0,48203,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,"Bachelorer, BA",6.0,30910,0,6540,4018,3859,0,306,0,45632,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,Chefkonsulent,15.8,49767,0,9791,54,6283,0,606,13,66514,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,Chefkonsulent m. personaleled,4.0,52706,0,10938,0,10060,0,833,0,74537,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,Fuldmægtig,26.1,32580,176,6892,4298,3180,117,354,0,47596,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,Magister,4.8,35571,0,9326,0,17671,0,381,0,62948,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,Oceanograf,5.0,34295,0,8957,343,15856,800,533,372,61155,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
49 - Magistre,Specialkonsulent,22.0,46397,0,8812,37,3620,273,506,39,59683,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
50 - Tekniske funktionærer,Teknisk Assistent,12.0,25860,0,5526,2188,6641,0,422,97,40733,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
54 - Maskinmestre,Maskinmester,19.1,32631,297,7981,68,12545,0,618,668,54808,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
171 - Stampers.Tjm. HKKF,Korporal (HKKF),29.0,26711,0,5819,6915,4537,0,756,1802,46540,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
171 - Stampers.Tjm. HKKF,Overkonstabel-1,48.1,25786,92,5312,5154,2884,42,545,701,40517,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,Kaptajn,20.1,33309,285,7324,6045,460,5925,894,2986,57229,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,Kaptajnløjtnant,8.0,33534,0,7590,6238,313,6275,1585,2388,57921,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,Kommandørkaptajn,4.0,53329,0,11328,4634,6807,0,4583,29,80710,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,Major,108.1,38509,541,9681,7505,232,7896,1396,2247,68007,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,Oberst,9.0,60679,0,12491,6372,7279,3667,6081,0,96568,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,Oberstløjtnant,23.0,53329,0,11541,5008,8278,396,4363,370,83284,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
188 - Officerer,Orlogskaptajn,46.4,38912,500,9875,8681,285,7229,1274,2753,69509,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
200 - Spec.Arb (3f),Godschauffør,21.0,27632,0,4641,842,988,0,385,701,35188,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
200 - Spec.Arb (3f),Lager - og logistikoperatør,124.0,27632,0,4662,477,1466,0,342,443,35022,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
200 - Spec.Arb (3f),Specialarbejder,73.5,25275,0,4276,548,1654,50,206,294,32303,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
200 - Spec.Arb (3f),Specialarbejder (feltkost),3.2,25042,0,4549,1410,2220,0,262,8,33490,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
201 - Tjenestemænd,Afdelingsleder-3,6.1,36993,1094,8242,2655,9264,0,1168,444,59860,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
201 - Tjenestemænd,Kontorchef,4.0,50806,0,10931,243,12332,6188,1875,254,82629,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
201 - Tjenestemænd,Materielassistent,25.7,27440,0,4952,445,1843,0,437,518,35635,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
201 - Tjenestemænd,Materielforvalter,24.1,28981,203,5458,923,3250,0,493,457,39764,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
201 - Tjenestemænd,Materielmester,9.3,30335,1192,6815,1788,5816,0,710,1451,48108,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
201 - Tjenestemænd,Overværkmester,14.1,36895,457,8217,552,8991,0,792,594,56498,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
208 - Stampers.Tjm. CS,Chefsergent,70.7,30556,418,6929,6855,5376,30,1053,3333,54550,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
208 - Stampers.Tjm. CS,Flyverspecialist,22.1,23997,192,4846,9057,2540,0,267,2215,43115,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
208 - Stampers.Tjm. CS,Korporal (CS),6.0,24788,0,5379,7133,2792,0,2206,2500,44798,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
208 - Stampers.Tjm. CS,Marinespecialist (MSPC) (GL),8.0,24829,0,5095,6564,2606,0,698,1314,41106,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
208 - Stampers.Tjm. CS,Oversergent,16.0,26902,0,5879,7536,3365,0,475,352,44509,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
208 - Stampers.Tjm. CS,Seniorsergent,48.0,27727,0,6355,6937,5246,98,761,1712,48837,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"209 - CS CIV, OK",Materielforvalter,28.1,29460,150,5952,63,1653,0,548,247,38074,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"209 - CS CIV, OK",Materielmester,3.6,31968,0,7203,253,6352,0,0,253,46030,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"209 - CS CIV, OK",Overværkmester,19.0,37261,0,7815,323,4071,0,636,736,50842,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
211 - Tjenestemandslignende,Materielassistent,19.0,27435,0,5609,117,2121,0,399,343,36023,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
211 - Tjenestemandslignende,Materielforvalter,27.9,29315,330,6104,235,3144,86,708,459,40381,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
211 - Tjenestemandslignende,Materielmester,5.3,30033,2176,7795,183,9220,0,664,659,50730,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
211 - Tjenestemandslignende,Overværkmester,22.8,37473,0,8328,116,7242,0,795,552,54506,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
216 - Stampersonel HKKF,Korporal,4.0,26060,0,4671,3979,3559,0,521,706,39496,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
216 - Stampersonel HKKF,Overkonstabel-1,14.0,25410,0,4369,2833,3287,0,268,2498,38664,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
220 - Tjm.ans. Mekanikere,Mekaniker,4.0,24144,0,5841,13130,1287,0,750,35,45188,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
236 - Laboratoriefunktionærer,Laborant,5.0,28615,0,5447,116,6503,0,0,134,40815,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,IT-Administrator,4.0,32219,0,6184,634,6576,0,1125,190,46929,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,IT-Afdelingsleder,61.9,35962,0,7745,251,13000,32,694,468,58151,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,IT-Afdelingsleder 2,21.0,47039,0,9160,174,12102,0,885,307,69667,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,IT-assistent,4.0,32219,0,6149,140,6270,0,750,977,46505,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,IT-Konsulent,65.5,33756,94,7067,106,11123,0,510,640,53296,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
238 - IT-medarbejdere,IT-specialist,148.5,31704,35,5814,141,5468,13,473,910,44560,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,Afdelingsleder-1,45.7,31707,561,6010,96,5848,151,700,136,45210,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,Afdelingsleder-2,35.7,34877,381,6866,124,8922,0,470,283,51923,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,Afdelingsleder-3,25.7,37826,0,7554,159,9242,0,503,578,55861,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,Afdelingsleder-4,9.0,45982,0,8274,155,7941,0,389,144,62885,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,Assistent,16.7,26510,0,4526,43,2260,0,73,85,33497,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,Kontorfuldmægtig,76.5,30234,195,5597,104,4827,0,551,168,41677,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,Logistikassistent,4.0,26585,0,4403,188,1195,0,375,353,33099,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
240 - Kontorfunktionærer,Overassistent,150.3,28747,90,5056,134,3088,33,320,60,37527,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
268 - Stampersonel (OK- CS),Chefsergent,7.0,32391,0,7887,5690,7196,0,458,1647,55270,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
268 - Stampersonel (OK- CS),Flyverspecialist,4.0,23880,0,6037,5794,4210,0,750,6761,47432,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
268 - Stampersonel (OK- CS),Seniorsergent,8.0,28724,0,7149,4976,6271,250,917,1414,49701,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"643 - Officerer m.fl. OK, HOD",Kaptajn,18.1,33533,0,8482,7896,6235,233,710,2149,59239,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"643 - Officerer m.fl. OK, HOD",Kaptajnløjtnant,7.0,33534,0,8043,7871,3796,0,1255,1945,56444,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"643 - Officerer m.fl. OK, HOD",Major,10.6,48908,0,10540,618,7638,1974,1667,1279,72625,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
"643 - Officerer m.fl. OK, HOD",Orlogskaptajn,8.0,49467,0,10063,742,5786,0,292,1094,67443,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.13.01 - Forsvarsministeriets Materiel- og Indkøbsstyrelse,Styrelse
22 - Civiløkonomer,Chefkonsulent m. personaleled,4.0,52706,0,9602,0,2203,0,1875,125,66511,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
36 - Bygningskonstruktør,Bygningskonstruktør,55.0,32822,0,7997,92,12447,0,386,24,53768,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
36 - Bygningskonstruktør,Chefkonsulent m. personaleled,10.0,52706,0,9667,0,2263,0,546,0,65182,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
36 - Bygningskonstruktør,Specialkonsulent,6.0,46146,0,8870,133,4211,0,482,142,59983,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
